"RMSE";"R2_adjusted_train";"R2_adjusted_test";"MAE";"n.trees";"shrinkage";"interaction.depth";"n.minobsinnode"
3,198;0,666;0,038;2,532;500;0,05;6;30
3,33;0,808;0,022;2,632;1000;0,05;6;30
3,416;0,878;0,022;2,688;1500;0,05;6;30
3,438;0,898;0,022;2,706;1700;0,05;6;30
3,466;0,92;0,02;2,726;2000;0,05;6;30
3,55;0,962;0,02;2,792;3000;0,05;6;30
3,036;0,17;0,046;2,488;500;0,001;6;30
3,02;0,194;0,05;2,462;1000;0,001;6;30
3,014;0,216;0,05;2,45;1500;0,001;6;30
3,014;0,222;0,05;2,45;1700;0,001;6;30
3,016;0,234;0,048;2,444;2000;0,001;6;30
3,026;0,274;0,05;2,442;3000;0,001;6;30
3,02;0,19;0,05;2,462;500;0,002;6;30
3,012;0,232;0,052;2,442;1000;0,002;6;30
3,026;0,272;0,05;2,44;1500;0,002;6;30
3,028;0,286;0,048;2,438;1700;0,002;6;30
3,034;0,308;0,046;2,434;2000;0,002;6;30
3,058;0,374;0,048;2,44;3000;0,002;6;30
3,02;0,248;0,046;2,442;500;0,005;6;30
3,05;0,34;0,044;2,446;1000;0,005;6;30
3,078;0,416;0,042;2,458;1500;0,005;6;30
3,086;0,436;0,044;2,46;1700;0,005;6;30
3,098;0,472;0,042;2,464;2000;0,005;6;30
3,138;0,56;0,04;2,486;3000;0,005;6;30
3,054;0,34;0,044;2,444;500;0,01;8;30
3,104;0,476;0,042;2,472;1000;0,01;8;30
3,154;0,562;0,036;2,5;1500;0,01;8;30
3,168;0,586;0,034;2,506;1700;0,01;8;30
3,18;0,624;0,034;2,51;2000;0,01;8;30
3,238;0,71;0,03;2,55;3000;0,01;8;30
3,096;0,466;0,044;2,466;500;0,02;8;30
3,172;0,618;0,036;2,522;1000;0,02;8;30
3,254;0,708;0,03;2,566;1500;0,02;8;30
3,272;0,734;0,03;2,58;1700;0,02;8;30
3,298;0,768;0,03;2,594;2000;0,02;8;30
3,366;0,848;0,024;2,638;3000;0,02;8;30
3,198;0,666;0,038;2,532;500;0,05;8;30
3,33;0,808;0,022;2,632;1000;0,05;8;30
3,416;0,878;0,022;2,688;1500;0,05;8;30
3,438;0,898;0,022;2,706;1700;0,05;8;30
3,466;0,92;0,02;2,726;2000;0,05;8;30
3,55;0,962;0,02;2,792;3000;0,05;8;30
3,036;0,17;0,046;2,488;500;0,001;8;30
3,02;0,194;0,05;2,462;1000;0,001;8;30
3,014;0,216;0,05;2,45;1500;0,001;8;30
3,014;0,222;0,05;2,45;1700;0,001;8;30
3,016;0,234;0,048;2,444;2000;0,001;8;30
3,026;0,274;0,05;2,442;3000;0,001;8;30
3,02;0,19;0,05;2,462;500;0,002;8;30
3,012;0,232;0,052;2,442;1000;0,002;8;30
3,026;0,272;0,05;2,44;1500;0,002;8;30
3,028;0,286;0,048;2,438;1700;0,002;8;30
3,034;0,308;0,046;2,434;2000;0,002;8;30
3,058;0,374;0,048;2,44;3000;0,002;8;30
3,02;0,248;0,046;2,442;500;0,005;8;30
3,05;0,34;0,044;2,446;1000;0,005;8;30
3,078;0,416;0,042;2,458;1500;0,005;8;30
3,086;0,436;0,044;2,46;1700;0,005;8;30
3,098;0,472;0,042;2,464;2000;0,005;8;30
3,138;0,56;0,04;2,486;3000;0,005;8;30
3,066;0,138;0,024;2,484;500;0,01;3;50
3,098;0,202;0,022;2,504;1000;0,01;3;50
3,132;0,252;0,018;2,526;1500;0,01;3;50
3,136;0,264;0,018;2,532;1700;0,01;3;50
3,142;0,292;0,02;2,536;2000;0,01;3;50
3,172;0,36;0,018;2,562;3000;0,01;3;50
3,1;0,196;0,024;2,508;500;0,02;3;50
3,142;0,288;0,016;2,54;1000;0,02;3;50
3,19;0,356;0,014;2,58;1500;0,02;3;50
3,196;0,378;0,014;2,582;1700;0,02;3;50
3,21;0,412;0,014;2,596;2000;0,02;3;50
3,256;0,496;0,014;2,632;3000;0,02;3;50
3,158;0,32;0,014;2,552;500;0,05;3;50
3,256;0,454;0,014;2,636;1000;0,05;3;50
3,308;0,54;0,012;2,676;1500;0,05;3;50
3,318;0,566;0,012;2,682;1700;0,05;3;50
3,342;0,602;0,01;2,7;2000;0,05;3;50
3,414;0,69;0,01;2,75;3000;0,05;3;50
3,05;0,05;0,03;2,506;500;0,001;3;50
3,042;0,066;0,032;2,494;1000;0,001;3;50
3,04;0,078;0,032;2,484;1500;0,001;3;50
3,04;0,078;0,032;2,482;1700;0,001;3;50
3,038;0,088;0,032;2,48;2000;0,001;3;50
3,046;0,108;0,03;2,478;3000;0,001;3;50
3,042;0,064;0,032;2,492;500;0,002;3;50
3,04;0,088;0,032;2,48;1000;0,002;3;50
3,044;0,104;0,032;2,478;1500;0,002;3;50
3,048;0,112;0,03;2,48;1700;0,002;3;50
3,052;0,124;0,03;2,48;2000;0,002;3;50
3,064;0,156;0,026;2,484;3000;0,002;3;50
3,044;0,098;0,03;2,478;500;0,005;3;50
3,062;0,14;0,026;2,482;1000;0,005;3;50
3,082;0,174;0,022;2,494;1500;0,005;3;50
3,086;0,184;0,022;2,498;1700;0,005;3;50
3,092;0,202;0,024;2,5;2000;0,005;3;50
3,114;0,248;0,024;2,516;3000;0,005;3;50
3,066;0,138;0,024;2,484;500;0,01;5;50
3,098;0,202;0,022;2,504;1000;0,01;5;50
3,132;0,252;0,018;2,526;1500;0,01;5;50
3,136;0,264;0,018;2,532;1700;0,01;5;50
3,142;0,292;0,02;2,536;2000;0,01;5;50
3,172;0,36;0,018;2,562;3000;0,01;5;50
3,1;0,196;0,024;2,508;500;0,02;5;50
3,142;0,288;0,016;2,54;1000;0,02;5;50
3,19;0,356;0,014;2,58;1500;0,02;5;50
3,196;0,378;0,014;2,582;1700;0,02;5;50
3,21;0,412;0,014;2,596;2000;0,02;5;50
3,256;0,496;0,014;2,632;3000;0,02;5;50
3,158;0,32;0,014;2,552;500;0,05;5;50
3,256;0,454;0,014;2,636;1000;0,05;5;50
3,308;0,54;0,012;2,676;1500;0,05;5;50
3,318;0,566;0,012;2,682;1700;0,05;5;50
3,342;0,602;0,01;2,7;2000;0,05;5;50
3,414;0,69;0,01;2,75;3000;0,05;5;50
3,05;0,05;0,03;2,506;500;0,001;5;50
3,042;0,066;0,032;2,494;1000;0,001;5;50
3,04;0,078;0,032;2,484;1500;0,001;5;50
3,04;0,078;0,032;2,482;1700;0,001;5;50
3,038;0,088;0,032;2,48;2000;0,001;5;50
3,046;0,108;0,03;2,478;3000;0,001;5;50
3,042;0,064;0,032;2,492;500;0,002;5;50
3,04;0,088;0,032;2,48;1000;0,002;5;50
3,044;0,104;0,032;2,478;1500;0,002;5;50
3,048;0,112;0,03;2,48;1700;0,002;5;50
3,052;0,124;0,03;2,48;2000;0,002;5;50
3,064;0,156;0,026;2,484;3000;0,002;5;50
3,044;0,098;0,03;2,478;500;0,005;5;50
3,062;0,14;0,026;2,482;1000;0,005;5;50
3,082;0,174;0,022;2,494;1500;0,005;5;50
3,086;0,184;0,022;2,498;1700;0,005;5;50
3,092;0,202;0,024;2,5;2000;0,005;5;50
3,114;0,248;0,024;2,516;3000;0,005;5;50
3,066;0,138;0,024;2,484;500;0,01;6;50
3,098;0,202;0,022;2,504;1000;0,01;6;50
3,132;0,252;0,018;2,526;1500;0,01;6;50
3,136;0,264;0,018;2,532;1700;0,01;6;50
3,142;0,292;0,02;2,536;2000;0,01;6;50
3,172;0,36;0,018;2,562;3000;0,01;6;50
3,1;0,196;0,024;2,508;500;0,02;6;50
3,142;0,288;0,016;2,54;1000;0,02;6;50
3,19;0,356;0,014;2,58;1500;0,02;6;50
3,196;0,378;0,014;2,582;1700;0,02;6;50
3,21;0,412;0,014;2,596;2000;0,02;6;50
3,256;0,496;0,014;2,632;3000;0,02;6;50
3,158;0,32;0,014;2,552;500;0,05;6;50
3,256;0,454;0,014;2,636;1000;0,05;6;50
3,308;0,54;0,012;2,676;1500;0,05;6;50
3,318;0,566;0,012;2,682;1700;0,05;6;50
3,342;0,602;0,01;2,7;2000;0,05;6;50
3,414;0,69;0,01;2,75;3000;0,05;6;50
3,05;0,05;0,03;2,506;500;0,001;6;50
3,042;0,066;0,032;2,494;1000;0,001;6;50
3,04;0,078;0,032;2,484;1500;0,001;6;50
3,04;0,078;0,032;2,482;1700;0,001;6;50
3,038;0,088;0,032;2,48;2000;0,001;6;50
3,046;0,108;0,03;2,478;3000;0,001;6;50
3,042;0,064;0,032;2,492;500;0,002;6;50
3,04;0,088;0,032;2,48;1000;0,002;6;50
3,044;0,104;0,032;2,478;1500;0,002;6;50
3,048;0,112;0,03;2,48;1700;0,002;6;50
3,052;0,124;0,03;2,48;2000;0,002;6;50
3,064;0,156;0,026;2,484;3000;0,002;6;50
3,044;0,098;0,03;2,478;500;0,005;6;50
3,062;0,14;0,026;2,482;1000;0,005;6;50
3,082;0,174;0,022;2,494;1500;0,005;6;50
3,086;0,184;0,022;2,498;1700;0,005;6;50
3,092;0,202;0,024;2,5;2000;0,005;6;50
3,114;0,248;0,024;2,516;3000;0,005;6;50
3,066;0,138;0,024;2,484;500;0,01;8;50
3,098;0,202;0,022;2,504;1000;0,01;8;50
3,132;0,252;0,018;2,526;1500;0,01;8;50
3,136;0,264;0,018;2,532;1700;0,01;8;50
3,142;0,292;0,02;2,536;2000;0,01;8;50
3,172;0,36;0,018;2,562;3000;0,01;8;50
3,1;0,196;0,024;2,508;500;0,02;8;50
3,142;0,288;0,016;2,54;1000;0,02;8;50
3,19;0,356;0,014;2,58;1500;0,02;8;50
3,196;0,378;0,014;2,582;1700;0,02;8;50
3,21;0,412;0,014;2,596;2000;0,02;8;50
3,256;0,496;0,014;2,632;3000;0,02;8;50
3,158;0,32;0,014;2,552;500;0,05;8;50
3,256;0,454;0,014;2,636;1000;0,05;8;50
3,308;0,54;0,012;2,676;1500;0,05;8;50
3,318;0,566;0,012;2,682;1700;0,05;8;50
3,342;0,602;0,01;2,7;2000;0,05;8;50
3,414;0,69;0,01;2,75;3000;0,05;8;50
3,05;0,05;0,03;2,506;500;0,001;8;50
3,042;0,066;0,032;2,494;1000;0,001;8;50
3,04;0,078;0,032;2,484;1500;0,001;8;50
3,04;0,078;0,032;2,482;1700;0,001;8;50
3,038;0,088;0,032;2,48;2000;0,001;8;50
3,046;0,108;0,03;2,478;3000;0,001;8;50
3,042;0,064;0,032;2,492;500;0,002;8;50
3,04;0,088;0,032;2,48;1000;0,002;8;50
3,044;0,104;0,032;2,478;1500;0,002;8;50
3,048;0,112;0,03;2,48;1700;0,002;8;50
3,052;0,124;0,03;2,48;2000;0,002;8;50
3,064;0,156;0,026;2,484;3000;0,002;8;50
3,044;0,098;0,03;2,478;500;0,005;8;50
3,062;0,14;0,026;2,482;1000;0,005;8;50
3,082;0,174;0,022;2,494;1500;0,005;8;50
3,086;0,184;0,022;2,498;1700;0,005;8;50
3,092;0,202;0,024;2,5;2000;0,005;8;50
3,114;0,248;0,024;2,516;3000;0,005;8;50
3,054;0,056;0,032;2,476;500;0,01;3;70
3,07;0,082;0,024;2,482;1000;0,01;3;70
3,092;0,108;0,02;2,498;1500;0,01;3;70
3,094;0,114;0,02;2,498;1700;0,01;3;70
3,104;0,128;0,016;2,508;2000;0,01;3;70
3,12;0,166;0,012;2,522;3000;0,01;3;70
3,072;0,082;0,024;2,484;500;0,02;3;70
3,1;0,13;0,016;2,504;1000;0,02;3;70
3,132;0,166;0,01;2,528;1500;0,02;3;70
3,134;0,174;0,01;2,528;1700;0,02;3;70
3,144;0,198;0,01;2,538;2000;0,02;3;70
3,176;0,244;0,008;2,572;3000;0,02;3;70
3,104;0,142;0,016;2,504;500;0,05;3;70
3,156;0,222;0,008;2,548;1000;0,05;3;70
3,21;0,272;0,006;2,594;1500;0,05;3;70
3,218;0,284;0,006;2,6;1700;0,05;3;70
3,228;0,31;0,004;2,612;2000;0,05;3;70
3,286;0,368;0,006;2,664;3000;0,05;3;70
3,046;0,026;0,04;2,506;500;0,001;3;70
3,034;0,03;0,036;2,488;1000;0,001;3;70
3,032;0,038;0,036;2,484;1500;0,001;3;70
3,034;0,04;0,036;2,476;1700;0,001;3;70
3,03;0,04;0,036;2,476;2000;0,001;3;70
3,034;0,048;0,034;2,472;3000;0,001;3;70
3,034;0,03;0,038;2,488;500;0,002;3;70
3,028;0,04;0,036;2,474;1000;0,002;3;70
3,038;0,05;0,032;2,472;1500;0,002;3;70
3,038;0,05;0,032;2,472;1700;0,002;3;70
3,042;0,052;0,032;2,474;2000;0,002;3;70
3,054;0,062;0,03;2,476;3000;0,002;3;70
3,034;0,044;0,032;2,472;500;0,005;3;70
3,046;0,058;0,03;2,474;1000;0,005;3;70
3,064;0,072;0,024;2,48;1500;0,005;3;70
3,066;0,076;0,022;2,482;1700;0,005;3;70
3,072;0,08;0,022;2,484;2000;0,005;3;70
3,088;0,108;0,02;2,496;3000;0,005;3;70
3,054;0,056;0,032;2,476;500;0,01;5;70
3,07;0,082;0,024;2,482;1000;0,01;5;70
3,092;0,108;0,02;2,498;1500;0,01;5;70
3,094;0,114;0,02;2,498;1700;0,01;5;70
3,104;0,128;0,016;2,508;2000;0,01;5;70
3,12;0,166;0,012;2,522;3000;0,01;5;70
3,072;0,082;0,024;2,484;500;0,02;5;70
3,1;0,13;0,016;2,504;1000;0,02;5;70
3,132;0,166;0,01;2,528;1500;0,02;5;70
3,134;0,174;0,01;2,528;1700;0,02;5;70
3,144;0,198;0,01;2,538;2000;0,02;5;70
3,176;0,244;0,008;2,572;3000;0,02;5;70
3,104;0,142;0,016;2,504;500;0,05;5;70
3,156;0,222;0,008;2,548;1000;0,05;5;70
3,21;0,272;0,006;2,594;1500;0,05;5;70
3,218;0,284;0,006;2,6;1700;0,05;5;70
3,228;0,31;0,004;2,612;2000;0,05;5;70
3,286;0,368;0,006;2,664;3000;0,05;5;70
3,046;0,026;0,04;2,506;500;0,001;5;70
3,034;0,03;0,036;2,488;1000;0,001;5;70
3,032;0,038;0,036;2,484;1500;0,001;5;70
3,034;0,04;0,036;2,476;1700;0,001;5;70
3,03;0,04;0,036;2,476;2000;0,001;5;70
3,034;0,048;0,034;2,472;3000;0,001;5;70
3,034;0,03;0,038;2,488;500;0,002;5;70
3,028;0,04;0,036;2,474;1000;0,002;5;70
3,038;0,05;0,032;2,472;1500;0,002;5;70
3,038;0,05;0,032;2,472;1700;0,002;5;70
3,042;0,052;0,032;2,474;2000;0,002;5;70
3,054;0,062;0,03;2,476;3000;0,002;5;70
3,034;0,044;0,032;2,472;500;0,005;5;70
3,046;0,058;0,03;2,474;1000;0,005;5;70
3,064;0,072;0,024;2,48;1500;0,005;5;70
3,066;0,076;0,022;2,482;1700;0,005;5;70
3,072;0,08;0,022;2,484;2000;0,005;5;70
3,088;0,108;0,02;2,496;3000;0,005;5;70
3,054;0,056;0,032;2,476;500;0,01;6;70
3,07;0,082;0,024;2,482;1000;0,01;6;70
3,092;0,108;0,02;2,498;1500;0,01;6;70
3,094;0,114;0,02;2,498;1700;0,01;6;70
3,104;0,128;0,016;2,508;2000;0,01;6;70
3,12;0,166;0,012;2,522;3000;0,01;6;70
3,072;0,082;0,024;2,484;500;0,02;6;70
3,1;0,13;0,016;2,504;1000;0,02;6;70
3,132;0,166;0,01;2,528;1500;0,02;6;70
3,134;0,174;0,01;2,528;1700;0,02;6;70
3,144;0,198;0,01;2,538;2000;0,02;6;70
3,176;0,244;0,008;2,572;3000;0,02;6;70
3,104;0,142;0,016;2,504;500;0,05;6;70
3,156;0,222;0,008;2,548;1000;0,05;6;70
3,21;0,272;0,006;2,594;1500;0,05;6;70
3,218;0,284;0,006;2,6;1700;0,05;6;70
3,228;0,31;0,004;2,612;2000;0,05;6;70
3,286;0,368;0,006;2,664;3000;0,05;6;70
3,046;0,026;0,04;2,506;500;0,001;6;70
3,034;0,03;0,036;2,488;1000;0,001;6;70
3,032;0,038;0,036;2,484;1500;0,001;6;70
3,034;0,04;0,036;2,476;1700;0,001;6;70
3,03;0,04;0,036;2,476;2000;0,001;6;70
3,034;0,048;0,034;2,472;3000;0,001;6;70
3,034;0,03;0,038;2,488;500;0,002;6;70
3,028;0,04;0,036;2,474;1000;0,002;6;70
3,038;0,05;0,032;2,472;1500;0,002;6;70
3,038;0,05;0,032;2,472;1700;0,002;6;70
3,042;0,052;0,032;2,474;2000;0,002;6;70
3,054;0,062;0,03;2,476;3000;0,002;6;70
3,034;0,044;0,032;2,472;500;0,005;6;70
3,046;0,058;0,03;2,474;1000;0,005;6;70
3,064;0,072;0,024;2,48;1500;0,005;6;70
3,066;0,076;0,022;2,482;1700;0,005;6;70
3,072;0,08;0,022;2,484;2000;0,005;6;70
3,088;0,108;0,02;2,496;3000;0,005;6;70
3,054;0,056;0,032;2,476;500;0,01;8;70
3,07;0,082;0,024;2,482;1000;0,01;8;70
3,092;0,108;0,02;2,498;1500;0,01;8;70
3,094;0,114;0,02;2,498;1700;0,01;8;70
3,104;0,128;0,016;2,508;2000;0,01;8;70
3,12;0,166;0,012;2,522;3000;0,01;8;70
3,072;0,082;0,024;2,484;500;0,02;8;70
3,1;0,13;0,016;2,504;1000;0,02;8;70
3,132;0,166;0,01;2,528;1500;0,02;8;70
3,134;0,174;0,01;2,528;1700;0,02;8;70
3,144;0,198;0,01;2,538;2000;0,02;8;70
3,176;0,244;0,008;2,572;3000;0,02;8;70
3,104;0,142;0,016;2,504;500;0,05;8;70
3,156;0,222;0,008;2,548;1000;0,05;8;70
3,21;0,272;0,006;2,594;1500;0,05;8;70
3,218;0,284;0,006;2,6;1700;0,05;8;70
3,228;0,31;0,004;2,612;2000;0,05;8;70
3,286;0,368;0,006;2,664;3000;0,05;8;70
3,046;0,026;0,04;2,506;500;0,001;8;70
3,034;0,03;0,036;2,488;1000;0,001;8;70
3,032;0,038;0,036;2,484;1500;0,001;8;70
3,034;0,04;0,036;2,476;1700;0,001;8;70
3,03;0,04;0,036;2,476;2000;0,001;8;70
3,034;0,048;0,034;2,472;3000;0,001;8;70
3,034;0,03;0,038;2,488;500;0,002;8;70
3,028;0,04;0,036;2,474;1000;0,002;8;70
3,038;0,05;0,032;2,472;1500;0,002;8;70
3,038;0,05;0,032;2,472;1700;0,002;8;70
3,042;0,052;0,032;2,474;2000;0,002;8;70
3,054;0,062;0,03;2,476;3000;0,002;8;70
3,034;0,044;0,032;2,472;500;0,005;8;70
3,046;0,058;0,03;2,474;1000;0,005;8;70
3,064;0,072;0,024;2,48;1500;0,005;8;70
3,066;0,076;0,022;2,482;1700;0,005;8;70
3,072;0,08;0,022;2,484;2000;0,005;8;70
3,088;0,108;0,02;2,496;3000;0,005;8;70
