"ID_2","Programme","Annee","ID_Site","Protocole","AB_tot","BM_tot","Richesse_tot","LC_","Long","Lat","Sand","Silt","Clay","pH","N","P","K","CN","CaCO3","C_org","tas_mean_3","tas_mean_6","tas_mean_120","tas_sd_3","tas_sd_6","tas_sd_120","tasmax_mean_3","tasmax_mean_6","tasmax_mean_120","tasmax_sd_3","tasmax_sd_6","tasmax_sd_120","tasmin_mean_3","tasmin_mean_6","tasmin_mean_120","tasmin_sd_3","tasmin_sd_6","tasmin_sd_120","pr_mean_3","pr_mean_6","pr_mean_120","pr_sd_3","pr_sd_6","pr_sd_120","pet_mean_3","pet_mean_6","pet_mean_120","pet_sd_3","pet_sd_6","pet_sd_120"
151,"LACAGE","2005","versailles_lacage","AITC_HS",152.1,70.8,6,"Nial",2.081953,48.808104,28,57.6,14.4,6.92479085922241,1.80478072166443,39.7216110229492,272.598205566406,10.6211175918579,34.5621147155762,0.5,16.4166666666667,16.7666666666667,11.17,1.52752523165195,2.12830135710776,5.61761335728375,20.8166666666667,21.15,14.82,1.69213868619958,2.28910462845191,6.27384325941424,12.3166666666667,12.3166666666667,7.23416666666669,0.577350269189626,1.93872810539967,4.87314706580152,32.29,43.8116666666667,57.43275,2.55342906696074,15.245681902318,34.5674517079873,74.73,98.6133333333333,65.4645833333333,29.7571840065555,32.8298435370421,40.9044682874054
152,"LACAGE","2006","versailles_lacage","AITC_HS",109.3,97.7,6,"Nial",2.081953,48.808104,28,57.6,14.4,6.92479085922241,1.80478072166443,39.7216110229492,272.598205566406,10.6211175918579,34.5621147155762,0.5,16.45,17.4333333333333,11.2891666666667,2.06639783197719,3.23197565997436,5.73084380595836,20.45,21.6833333333334,14.9308333333334,2.59999999999999,3.81191115671216,6.40608030280127,12.65,12.9,7.35416666666669,1.27671453348038,2.58746980658713,4.98772267181931,51.1333333333333,49.3383333333333,58.5941666666667,26.043936594404,18.6038161855751,34.062462263233,70.9266666666667,100.025,65.8415833333333,25.1225582561437,38.380617894974,41.4040391200567
153,"LACAGE","2007","versailles_lacage","AITC_HS",86.4,66.4,5,"Nial",2.081953,48.808104,28,57.6,14.4,6.92479085922241,1.80478072166443,39.7216110229492,272.598205566406,10.6211175918579,34.5621147155762,0.5,14.05,15.2833333333334,11.3916666666667,3.16069612585583,2.62119565593007,5.54100957541547,17.95,19.0833333333334,15.0008333333334,3.17962261911694,2.47924719757161,6.20138227791698,10.2833333333334,11.3,7.47916666666669,2.60256283945911,2.14359511102261,4.83058177739734,70.7566666666667,74.2883333333333,59.8718333333333,57.2230524643114,36.7328922992278,33.04030634951,65.7533333333333,88.9,65.8365,29.330292077191,31.9701748509451,41.1603914945326
154,"LACAGE","2011","versailles_lacage","AITC_HS",270,169.6,6,"Nial",2.081953,48.808104,28,57.6,14.4,6.92479085922241,1.80478072166443,39.7216110229492,272.598205566406,10.6211175918579,34.5621147155762,0.5,16.0166666666667,16.25,11.2825,2.9871948937646,2.00897984061562,5.79092542059478,20.55,20.7166666666667,14.985,2.8792360097776,1.83702658300491,6.51033631939216,11.85,11.6,7.25750000000002,2.33023603954621,1.76493625947227,5.09107247125426,48.9333333333333,47.49,51.03125,32.6101461716033,31.3736258663228,23.119362381168,75.8033333333333,97.6066666666667,66.4,31.4002123135073,31.3627815518118,41.8922158790927
155,"LACAGE","2012","versailles_lacage","AITC_HS",441.3,236.6,7,"Nial",2.081953,48.808104,28,57.6,14.4,6.92479085922241,1.80478072166443,39.7216110229492,272.598205566406,10.6211175918579,34.5621147155762,0.5,15.6166666666667,15.9333333333334,11.3191666666667,4.04145188432738,2.77086027555823,5.81279081980815,20.25,20.1833333333334,15.0383333333334,5.05074251966974,3.34345131064692,6.54205764322533,11.45,11.5333333333334,7.29500000000002,3.1224989991992,2.26222604234561,5.1217258448937,50.4266666666667,66.8783333333333,51.24325,43.624213842009,36.0502945434107,24.6434459271398,78.06,96.9866666666667,66.579,43.3491257120602,35.0234422446833,42.2802554073521
156,"LACAGE","2013","versailles_lacage","AITC_HS",446.4,262.6,7,"Nial",2.081953,48.808104,28,57.6,14.4,6.92479085922241,1.80478072166443,39.7216110229492,272.598205566406,10.6211175918579,34.5621147155762,0.5,15.95,16.0833333333334,11.205,2.75136329843952,3.53081671383076,5.78041971666767,20.25,20.2666666666667,14.8733333333334,3.40000000000001,4.17727981665901,6.49510136462047,11.8833333333333,11.7166666666667,7.22333333333336,1.70391705588429,3.01971301064632,5.10372632582935,54.95,62.04,51.7559166666667,10.7951794797493,21.3777314044311,24.2110534689639,74.73,95.2983333333333,65.8751666666667,36.0621311072987,38.3031431695451,41.915747767353
157,"LACAGE","2005","versailles_lacage","AITC_HS",90.6,37.7,5,"Nial",2.081953,48.808104,28,57.6,14.4,6.92479085922241,1.80478072166443,39.7216110229492,272.598205566406,10.6211175918579,34.5621147155762,0.5,16.4166666666667,16.7666666666667,11.17,1.52752523165195,2.12830135710776,5.61761335728375,20.8166666666667,21.15,14.82,1.69213868619958,2.28910462845191,6.27384325941424,12.3166666666667,12.3166666666667,7.23416666666669,0.577350269189626,1.93872810539967,4.87314706580152,32.29,43.8116666666667,57.43275,2.55342906696074,15.245681902318,34.5674517079873,74.73,98.6133333333333,65.4645833333333,29.7571840065555,32.8298435370421,40.9044682874054
158,"LACAGE","2006","versailles_lacage","AITC_HS",186.9,53.2,6,"Nial",2.081953,48.808104,28,57.6,14.4,6.92479085922241,1.80478072166443,39.7216110229492,272.598205566406,10.6211175918579,34.5621147155762,0.5,16.45,17.4333333333333,11.2891666666667,2.06639783197719,3.23197565997436,5.73084380595836,20.45,21.6833333333334,14.9308333333334,2.59999999999999,3.81191115671216,6.40608030280127,12.65,12.9,7.35416666666669,1.27671453348038,2.58746980658713,4.98772267181931,51.1333333333333,49.3383333333333,58.5941666666667,26.043936594404,18.6038161855751,34.062462263233,70.9266666666667,100.025,65.8415833333333,25.1225582561437,38.380617894974,41.4040391200567
159,"LACAGE","2007","versailles_lacage","AITC_HS",73.2,20.3,6,"Nial",2.081953,48.808104,28,57.6,14.4,6.92479085922241,1.80478072166443,39.7216110229492,272.598205566406,10.6211175918579,34.5621147155762,0.5,14.05,15.2833333333334,11.3916666666667,3.16069612585583,2.62119565593007,5.54100957541547,17.95,19.0833333333334,15.0008333333334,3.17962261911694,2.47924719757161,6.20138227791698,10.2833333333334,11.3,7.47916666666669,2.60256283945911,2.14359511102261,4.83058177739734,70.7566666666667,74.2883333333333,59.8718333333333,57.2230524643114,36.7328922992278,33.04030634951,65.7533333333333,88.9,65.8365,29.330292077191,31.9701748509451,41.1603914945326
160,"LACAGE","2011","versailles_lacage","AITC_HS",255.7,61.2,6,"Nial",2.081953,48.808104,28,57.6,14.4,6.92479085922241,1.80478072166443,39.7216110229492,272.598205566406,10.6211175918579,34.5621147155762,0.5,16.0166666666667,16.25,11.2825,2.9871948937646,2.00897984061562,5.79092542059478,20.55,20.7166666666667,14.985,2.8792360097776,1.83702658300491,6.51033631939216,11.85,11.6,7.25750000000002,2.33023603954621,1.76493625947227,5.09107247125426,48.9333333333333,47.49,51.03125,32.6101461716033,31.3736258663228,23.119362381168,75.8033333333333,97.6066666666667,66.4,31.4002123135073,31.3627815518118,41.8922158790927
161,"LACAGE","2012","versailles_lacage","AITC_HS",574.5,113.6,6,"Nial",2.081953,48.808104,28,57.6,14.4,6.92479085922241,1.80478072166443,39.7216110229492,272.598205566406,10.6211175918579,34.5621147155762,0.5,15.6166666666667,15.9333333333334,11.3191666666667,4.04145188432738,2.77086027555823,5.81279081980815,20.25,20.1833333333334,15.0383333333334,5.05074251966974,3.34345131064692,6.54205764322533,11.45,11.5333333333334,7.29500000000002,3.1224989991992,2.26222604234561,5.1217258448937,50.4266666666667,66.8783333333333,51.24325,43.624213842009,36.0502945434107,24.6434459271398,78.06,96.9866666666667,66.579,43.3491257120602,35.0234422446833,42.2802554073521
162,"LACAGE","2013","versailles_lacage","AITC_HS",393.9,71.9,6,"Nial",2.081953,48.808104,28,57.6,14.4,6.92479085922241,1.80478072166443,39.7216110229492,272.598205566406,10.6211175918579,34.5621147155762,0.5,15.95,16.0833333333334,11.205,2.75136329843952,3.53081671383076,5.78041971666767,20.25,20.2666666666667,14.8733333333334,3.40000000000001,4.17727981665901,6.49510136462047,11.8833333333333,11.7166666666667,7.22333333333336,1.70391705588429,3.01971301064632,5.10372632582935,54.95,62.04,51.7559166666667,10.7951794797493,21.3777314044311,24.2110534689639,74.73,95.2983333333333,65.8751666666667,36.0621311072987,38.3031431695451,41.915747767353
163,"LACAGE","2005","versailles_lacage","AITC_HS",98.2,16.3,6,"Nial",2.081953,48.808104,28,57.6,14.4,6.92479085922241,1.80478072166443,39.7216110229492,272.598205566406,10.6211175918579,34.5621147155762,0.5,16.4166666666667,16.7666666666667,11.17,1.52752523165195,2.12830135710776,5.61761335728375,20.8166666666667,21.15,14.82,1.69213868619958,2.28910462845191,6.27384325941424,12.3166666666667,12.3166666666667,7.23416666666669,0.577350269189626,1.93872810539967,4.87314706580152,32.29,43.8116666666667,57.43275,2.55342906696074,15.245681902318,34.5674517079873,74.73,98.6133333333333,65.4645833333333,29.7571840065555,32.8298435370421,40.9044682874054
164,"LACAGE","2006","versailles_lacage","AITC_HS",186.9,42.3,6,"Nial",2.081953,48.808104,28,57.6,14.4,6.92479085922241,1.80478072166443,39.7216110229492,272.598205566406,10.6211175918579,34.5621147155762,0.5,16.45,17.4333333333333,11.2891666666667,2.06639783197719,3.23197565997436,5.73084380595836,20.45,21.6833333333334,14.9308333333334,2.59999999999999,3.81191115671216,6.40608030280127,12.65,12.9,7.35416666666669,1.27671453348038,2.58746980658713,4.98772267181931,51.1333333333333,49.3383333333333,58.5941666666667,26.043936594404,18.6038161855751,34.062462263233,70.9266666666667,100.025,65.8415833333333,25.1225582561437,38.380617894974,41.4040391200567
165,"LACAGE","2007","versailles_lacage","AITC_HS",106.3,32.5,6,"Nial",2.081953,48.808104,28,57.6,14.4,6.92479085922241,1.80478072166443,39.7216110229492,272.598205566406,10.6211175918579,34.5621147155762,0.5,14.05,15.2833333333334,11.3916666666667,3.16069612585583,2.62119565593007,5.54100957541547,17.95,19.0833333333334,15.0008333333334,3.17962261911694,2.47924719757161,6.20138227791698,10.2833333333334,11.3,7.47916666666669,2.60256283945911,2.14359511102261,4.83058177739734,70.7566666666667,74.2883333333333,59.8718333333333,57.2230524643114,36.7328922992278,33.04030634951,65.7533333333333,88.9,65.8365,29.330292077191,31.9701748509451,41.1603914945326
166,"LACAGE","2011","versailles_lacage","AITC_HS",157.5,19.5,5,"Nial",2.081953,48.808104,28,57.6,14.4,6.92479085922241,1.80478072166443,39.7216110229492,272.598205566406,10.6211175918579,34.5621147155762,0.5,16.0166666666667,16.25,11.2825,2.9871948937646,2.00897984061562,5.79092542059478,20.55,20.7166666666667,14.985,2.8792360097776,1.83702658300491,6.51033631939216,11.85,11.6,7.25750000000002,2.33023603954621,1.76493625947227,5.09107247125426,48.9333333333333,47.49,51.03125,32.6101461716033,31.3736258663228,23.119362381168,75.8033333333333,97.6066666666667,66.4,31.4002123135073,31.3627815518118,41.8922158790927
167,"LACAGE","2012","versailles_lacage","AITC_HS",290.8,70.2,6,"Nial",2.081953,48.808104,28,57.6,14.4,6.92479085922241,1.80478072166443,39.7216110229492,272.598205566406,10.6211175918579,34.5621147155762,0.5,15.6166666666667,15.9333333333334,11.3191666666667,4.04145188432738,2.77086027555823,5.81279081980815,20.25,20.1833333333334,15.0383333333334,5.05074251966974,3.34345131064692,6.54205764322533,11.45,11.5333333333334,7.29500000000002,3.1224989991992,2.26222604234561,5.1217258448937,50.4266666666667,66.8783333333333,51.24325,43.624213842009,36.0502945434107,24.6434459271398,78.06,96.9866666666667,66.579,43.3491257120602,35.0234422446833,42.2802554073521
168,"LACAGE","2013","versailles_lacage","AITC_HS",196.3,45.4,6,"Nial",2.081953,48.808104,28,57.6,14.4,6.92479085922241,1.80478072166443,39.7216110229492,272.598205566406,10.6211175918579,34.5621147155762,0.5,15.95,16.0833333333334,11.205,2.75136329843952,3.53081671383076,5.78041971666767,20.25,20.2666666666667,14.8733333333334,3.40000000000001,4.17727981665901,6.49510136462047,11.8833333333333,11.7166666666667,7.22333333333336,1.70391705588429,3.01971301064632,5.10372632582935,54.95,62.04,51.7559166666667,10.7951794797493,21.3777314044311,24.2110534689639,74.73,95.2983333333333,65.8751666666667,36.0621311072987,38.3031431695451,41.915747767353
169,"DYNABIO","2021","BUCHELAY","HS",93.75,51.7499999999999,5,"Nial",1.671,48.98,33.9,37.4,28.8,7.3594856262207,2.16540312767029,40.2917747497559,289.981628417969,11.1855134963989,145.885131835938,0.5,8.98333333333335,13.8166666666667,11.8424528301887,3.32615894589137,5.90039546697225,5.38874838570335,11.7833333333334,17.8333333333334,15.6188679245283,3.82143079661707,7.23862325768282,6.15695291377074,6.51666666666669,10.2333333333334,7.88396226415097,3.49904748943673,4.74148359341955,4.80198147182029,51.7566666666667,47.3783333333333,53.2536,25.8206977700707,17.4978746328423,28.9701405497928,59.6333333333333,40.65,69.0023469387755,26.1406854028989,26.6030441867092,40.681489567175
170,"DYNABIO","2021","LES-CHATELLIERS-NOTRE-DAME","HS",191.666666666666,64.0833333333333,7,"Nial",1.204,48.349,8.9,71.7,19.4,6.92577409744263,1.50648188591003,45.4796180725098,208.299545288086,9.01829719543457,20.1540775299072,0.5,8.55000000000003,13.65,11.4198113207547,3.32866339541864,6.19160722268458,5.47037336257461,11.45,17.8333333333334,15.2311320754717,3.82230297072327,7.57638876158468,6.22989892461839,6.11666666666667,10.0166666666667,7.48962264150946,3.45880518869354,4.924090440545,4.86553827581155,55.4366666666667,52.1233333333333,58.236,20.3471431246092,17.3743911164296,29.2374753639326,65.6366666666667,45.05,74.9447959183673,26.7016129350519,28.2174251128624,42.6405906815239
171,"DYNABIO","2021","GAS","HS",202.083333333333,90.1041666666666,7,"Nial",1.667,48.5667,29.3,46.2,24.4,7.18453073501587,1.95137250423431,43.8076133728027,263.410949707031,9.4871244430542,99.9575347900391,0.4,8.78333333333336,13.85,11.7,3.40196021924616,6.16798184173722,5.54431927205461,11.6833333333334,18.0833333333334,15.5537735849057,3.80832421588988,7.58489727462848,6.31623644010384,6.25000000000002,10.1833333333334,7.67264150943398,3.53411940941445,4.97701383026677,4.91170192633039,60.47,50.3583333333333,54.2821,36.5567462994178,26.6707565821944,29.6424460302547,66.5433333333333,46.0066666666667,75.5452040816326,27.1080141901493,28.3466771715252,42.5653602020843
172,"DYNABIO","2021","GERMAINVILLE","HS",130.208333333333,55.5104166666667,6,"Nial",1.483,48.744,17.3,61.1,21.6,7.07246112823486,1.6399849653244,48.6758079528809,222.690231323242,9.22885704040527,34.5370216369629,0.3,8.75000000000002,13.7,11.6264150943396,3.34514573673554,6.03116904090742,5.41830322916673,11.5833333333334,17.8333333333334,15.4235849056604,3.80832421588989,7.43328101625834,6.19911363689992,6.28333333333334,10.05,7.65000000000002,3.51615320106125,4.80124983728196,4.80136885243603,57.16,50.265,55.7112,30.4777180904345,21.6024746267644,29.9450869237123,64.7033333333333,44.7533333333333,73.734387755102,26.3673611370826,27.5471469787103,41.4590160332591
173,"DYNABIO","2021","BAILLEAU-LEVEQUE","HS",152.083333333333,66.3125,6,"Nial",1.423,48.496,7.6,71.1,21.3,7.00603437423706,1.56678152084351,45.5154685974121,220.916641235352,9.27199172973633,13.6102848052979,0.5,8.71666666666668,13.8333333333334,11.6254716981132,3.36501609703926,6.21205816671631,5.51026421146425,11.65,18.05,15.4707547169812,3.8314488121336,7.59710471166483,6.2828825198559,6.2166666666667,10.15,7.63396226415097,3.47754702819867,4.95580467734554,4.8903235221142,58.79,50.8566666666667,56.2607,28.8765908652666,21.9939715982964,28.9414368715846,66.5933333333333,46.2083333333333,76.1379591836735,27.0183092241786,28.1568317938412,42.7085307869247
174,"DYNABIO","2021","MESPUITS","HS",118.75,44.3854166666667,6,"Nial",2.271,48.357,12.4,61.5,26.1,7.38392496109009,1.76859104633331,48.1091957092285,328.108001708984,8.99557685852051,122.330741882324,0.4,8.91666666666671,14.0833333333334,11.9283018867925,3.44286702231342,6.26663120557341,5.69628123832484,11.8833333333333,18.35,15.8556603773585,3.80832421588988,7.63622943605024,6.43863088357972,6.45000000000001,10.4666666666667,7.85660377358493,3.60970912955601,5.06573456338435,5.06619550819189,68.08,54.5266666666667,58.9669,44.4136341678994,32.6618729816076,33.4200361089759,69.8333333333333,48.5816666666667,78.5033673469388,27.2585864148039,29.0289665104817,43.9028325400415
175,"DYNABIO","2021","MÉZIÈRES-EN-DROUAIS","HS",81.2500000000001,10.0416666666667,4,"Nial",1.431,48.724,39.3,43.5,17.2,6.93481111526489,2.20161175727844,38.5842170715332,254.21760559082,11.0556707382202,134.570999145508,0.5,8.95000000000003,13.95,11.8358490566038,3.34514573673552,6.08046050887595,5.45180509519982,11.7833333333334,18.0666666666667,15.633962264151,3.80832421588989,7.47460143864988,6.22656577045489,6.48333333333335,10.2833333333334,7.85283018867927,3.51615320106128,4.84052338767893,4.83643823189023,53.53,47.0816666666667,52.4704,27.3678113849098,19.5812925177749,27.8055050838804,68.0966666666667,48.2483333333333,77.5790816326531,26.6919507217688,27.5962543955999,41.8196844118
177,"DYNABIO","2021","SERVILLE","HS",202.083333333333,50.3229166666666,5,"Nial",1.486,48.771,13.7,64.6,21.7,7.08192157745361,1.60715842247009,50.155403137207,210.343643188477,9.21040821075439,20.8950958251953,0.3,8.75000000000002,13.6666666666667,11.588679245283,3.34514573673554,5.98912904074262,5.40374774277678,11.55,17.7666666666667,15.3801886792453,3.7509998667022,7.38794062419742,6.18314405786017,6.2166666666667,10,7.60849056603776,3.47754702819867,4.80072911129133,4.79771508958823,58.28,51.4083333333333,57.1155,30.8033878006949,21.7445555637881,30.776754522519,65.25,45.3916666666667,74.3035714285714,26.3110566112424,27.4461628769245,41.4400264013469
178,"DYNABIO","2021","YERMENONVILLE","HS",144.791666666667,51.159375,6,"Nial",1.622,48.555,24.1,49.2,26.7,7.07822322845459,1.88905215263367,44.924991607666,234.022171020508,10.1348667144775,58.3522567749023,0.5,8.88333333333335,14.0333333333333,11.8707547169812,3.40196021924614,6.259526073647,5.57087181312861,11.7833333333334,18.2333333333333,15.7273584905661,3.80832421588989,7.64523816938796,6.34314452616243,6.38333333333336,10.35,7.85566037735851,3.51615320106125,5.00359870493228,4.93536953194908,58.08,48.5483333333333,52.768,33.5686297009574,24.7729525221897,28.4681631854167,60.4866666666667,40.1816666666667,69.3622448979592,27.6899446249597,28.3492697730765,42.1841694431633
179,"PSDR","2016","Jouy-en-Josas","AITC_HS",68.75,NA,6,"Gua",2.183214,48.755415,19.6,64.3,16.1,6.93823337554932,1.78307664394379,47.7981986999512,270.613586425781,10.4913969039917,29.8521785736084,0.7,16.05,16.3333333333334,11.34,5.16430053347016,3.74348322644389,5.57360827863759,21.1833333333334,20.7333333333334,15.0058333333334,5.63678395304746,3.99920825497581,6.27984365048285,12.0166666666667,12.0166666666667,7.30500000000002,4.17891532976362,3.24201583380876,4.92861393234626,28.2666666666667,59.225,57.2274166666667,6.73398346696317,61.1593400062492,29.6668685841569,77.8533333333333,94.4266666666667,66.4401666666667,41.8411834599995,34.1726420791057,41.6171994782081
180,"PSDR","2016","Ulis (les)","AITC_HS",70.8333333333333,NA,4,"Nial",2.232235,48.688105,22,64.9,13.1,6.89229965209961,1.68790888786316,43.3616371154785,293.363616943359,10.2371301651001,30.9757289886475,0.8,15.9166666666667,16.2166666666667,11.2575,5.2443620520835,3.78928313361072,5.57794520312593,21.05,20.5833333333334,14.935,5.71664237118258,4.06087018589201,6.28455021688676,11.8166666666667,11.8666666666667,7.21666666666669,4.19563264995084,3.25110237714329,4.92422127671705,28.8866666666667,59.8233333333333,56.7858333333333,6.40694414938458,60.3639901486529,29.4083073949783,84.2566666666667,100.273333333333,72.24725,43.5238513154952,34.9919966087485,42.0578893959406
181,"PSDR","2016","Meudon","AITC_HS",150,NA,6,"For",2.209222,48.799128,29.3,56.4,14.3,5.50991916656494,1.82505774497986,15.8961296081543,177.336135864258,15.3788022994995,23.6024646759033,1,15.5833333333334,15.9666666666667,11.0925,5.22908532473257,3.79020667862146,5.51614380133212,20.75,20.3833333333334,14.7466666666667,5.71664237118258,4.03319558993444,6.22584655015737,11.55,11.65,7.05250000000002,4.23320209770335,3.27658358660358,4.87010193498482,28.6866666666667,59.6433333333333,58.05375,6.23439117583532,61.8316218990467,29.9606767788416,76.66,93.1883333333333,65.7306666666667,41.8008863542389,34.1194029353778,41.2428123349963
182,"PSDR","2016","Limours4","AITC_HS",18.75,NA,2,"For",2.230067,48.727153,40.7,42.7,16.6,6.99979114532471,1.67365527153015,39.3080749511719,273.524475097656,12.5626964569092,65.4695358276367,0.7,16.35,16.5833333333334,11.5208333333334,5.16430053347016,3.73934040529432,5.61831333033956,21.55,21,15.1933333333334,5.59732078766264,3.9933695045663,6.32779294742126,12.3166666666667,12.2666666666667,7.47833333333335,4.08574758561187,3.19463091243207,4.96168823487087,28.0166666666667,58.2516666666667,55.8004166666667,6.14369053040055,59.2114135675434,28.8671445757869,77.21,94.305,66.05775,41.7920901606991,34.3494604033309,41.7223216653515
183,"PSDR","2017","Jouy-en-Josas","AITC_HS",262.5,NA,5,"Gua",2.183214,48.755415,19.6,64.3,16.1,6.93823337554932,1.78307664394379,47.7981986999512,270.613586425781,10.4913969039917,29.8521785736084,0.7,17.6833333333334,16.2666666666667,11.295,2.9484459183328,4.02015754251829,5.72320721626748,22.1166666666667,20.8666666666667,14.9875,3.1214312956292,4.1566412723095,6.44789148651315,13.45,11.4833333333333,7.24833333333336,2.30651251893415,4.18314076582018,5.06279863040085,86.3633333333333,67.3533333333333,56.5994166666667,24.0836237583411,31.7974323911014,28.9385002862368,99.17,106.778333333333,66.51575,30.7645038965363,29.2617015340302,42.3307389287773
184,"PSDR","2017","Ulis (les)","AITC_HS",60.4166666666667,NA,5,"Nial",2.232235,48.688105,22,64.9,13.1,6.89229965209961,1.68790888786316,43.3616371154785,293.363616943359,10.2371301651001,30.9757289886475,0.8,17.6166666666667,16.2,11.2108333333334,2.98719489376463,4.05549010601678,5.73241257426301,22.0166666666667,20.7833333333334,14.9125,3.12143129562917,4.17548400388105,6.45405302272673,13.35,11.4,7.15750000000002,2.40208242989285,4.21841202349888,5.06070979344256,87.3233333333333,67.5,56.3273333333333,21.9888934085673,31.4102199928622,28.7399359289279,106.39,113.02,72.31725,31.9238907403217,30.1306242882553,42.8496263569307
185,"PSDR","2017","Meudon","AITC_HS",108.333333333333,NA,5,"For",2.209222,48.799128,29.3,56.4,14.3,5.50991916656494,1.82505774497986,15.8961296081543,177.336135864258,15.3788022994995,23.6024646759033,1,17.4166666666667,15.9833333333334,11.0433333333334,2.89194283023253,4.01081870279208,5.66984850528029,21.8166666666667,20.5666666666667,14.7275,3.1214312956292,4.15664127230951,6.39367416496424,13.15,11.1833333333334,6.99250000000002,2.30651251893418,4.1831407658202,5.00684678274484,86.0666666666667,67.3033333333333,57.3560833333333,23.2259560262508,31.3955045614283,29.2221760587134,98.29,105.853333333333,65.8258333333333,30.1210275389137,28.9465912788823,41.9361216430345
186,"PSDR","2017","Limours4","AITC_HS",108.333333333333,NA,6,"For",2.230067,48.727153,40.7,42.7,16.6,6.99979114532471,1.67365527153015,39.3080749511719,273.524475097656,12.5626964569092,65.4695358276367,0.7,17.95,16.5333333333334,11.4783333333334,2.93087017795056,4.04149312342193,5.77079263351644,22.35,21.1,15.1791666666667,3.15753068076941,4.19225476325093,6.49446300473626,13.6833333333334,11.7166666666667,7.42416666666669,2.34591844132173,4.2150523919243,5.09774205797389,85.4133333333333,66.1283333333333,55.2735,22.2401356410732,31.0395679201027,28.1933570353793,98.7533333333333,106.566666666667,66.1304166666667,30.9360717178722,29.5355613907484,42.4431889676176
187,"RESCAPE","2016","fenetre1926","AITC_HS",18.75,14.59375,2,"Nial",-0.391387,46.31074,11.1,59.8,29.1,7.59907293319702,2.52807307243347,36.9080390930176,293.163269042969,9.39136028289795,181.269821166992,0.7,7.58333333333335,9.28333333333336,12.6591666666667,0.493288286231639,2.14445020148911,5.37824743928794,10.5833333333334,12.5666666666667,16.5475,0.929157324317753,2.53725573536974,6.03613018804754,4.18333333333338,6.13333333333337,8.69750000000002,0.404145188432731,2.29208784008525,4.81096371309736,149.416666666667,94.8583333333333,75.974,62.1924354992899,72.9880106364509,43.4410249000843,48.7333333333333,45.8983333333333,83.44625,18.810638833738,16.4279364701312,44.3056612286936
189,"RESCAPE","2016","fenetre2756","AITC_HS",6.25,0.1375,1,"Nial",-0.390967,46.296988,13.6,57.9,28.5,7.54858589172363,2.09967517852783,33.7053413391113,291.945465087891,9.75177574157715,176.534591674805,0.5,7.68333333333336,9.35000000000002,12.7333333333334,0.493288286231606,2.11943388667823,5.3903014887904,10.6833333333333,12.65,16.6341666666667,0.929157324317753,2.5075884829852,6.03906047333194,4.28333333333334,6.21666666666668,8.77250000000002,0.404145188432731,2.27038910027922,4.81500565023186,146.14,92.73,74.2870833333333,60.9514667583972,71.4249961848091,42.4074772302599,49.14,46.1783333333333,83.723,18.7928417223154,16.4613455302617,44.3280523052443
190,"RESCAPE","2016","fenetre2958","AITC_HS",81.25,60.78125,7,"Nial",-0.295645,46.294565,11.7,54.9,33.4,7.40678215026855,2.41987299919128,33.596851348877,347.726776123047,9.90633487701416,150.790130615234,0.8,7.45000000000003,9.13333333333336,12.5225,0.51961524227065,2.1376778678432,5.38602240943704,10.4166666666667,12.4166666666667,16.4141666666667,0.986576572463245,2.54767868199007,6.05551066250845,4.01666666666669,5.98333333333336,8.55833333333336,0.378593889720039,2.30275197680225,4.81179543934902,153.636666666667,97.5183333333333,77.0420833333333,62.6378290917983,74.6420665353436,43.9549276765623,45.6466666666667,42.7933333333333,80.2986666666667,18.930465745283,16.3192275143974,44.0009848616542
191,"RESCAPE","2016","fenetre4256","AITC_HS",156.25,36.06875,3,"Nial",-0.377072,46.291962,11.2,54.2,34.6,7.63082838058472,2.54311203956604,32.2192001342773,257.153991699219,9.67131042480469,196.318893432617,0.5,7.68333333333336,9.35000000000002,12.7291666666667,0.493288286231606,2.11943388667823,5.3898581361935,10.6833333333333,12.6333333333333,16.625,0.929157324317753,2.50712318537935,6.0475184159783,4.28333333333334,6.21666666666668,8.77083333333336,0.404145188432731,2.27038910027922,4.81621727910523,146.8,93.1433333333333,74.5460833333333,61.1236067325874,71.7218445570571,42.5593917450342,48.9033333333333,45.9366666666667,83.47825,18.8536848741389,16.4918630441399,44.3098722171861
192,"RESCAPE","2016","fenetre4417","AITC_HS",81.25,40.25,3,"Nial",-0.387708,46.285917,12.6,53.2,34.2,7.57831430435181,2.22989416122437,31.0071754455566,294.842742919922,9.56605243682861,158.928314208984,0.6,7.75000000000004,9.41666666666669,12.7783333333334,0.51961524227065,2.11534079208684,5.38649389924565,10.7166666666667,12.6833333333333,16.6691666666667,0.986576572463259,2.53034911952219,6.0462822222821,4.31666666666668,6.23333333333335,8.80166666666669,0.378593889720007,2.2515920293576,4.81759700435378,144.666666666667,91.7816666666667,73.5415,60.3763996387109,70.700629535151,41.9547703971268,48.9066666666667,45.8683333333333,83.3819166666667,18.8971593985269,16.5435938256071,44.3015666072718
