"Richesse_tot";"gps_x";"bio4";"bio7";"gps_y";"pH";"CaCO3";"bio18";"P";"CEC";"bio13";"N";"bio16";"hurs_mean";"bio10";"PET";"bio15";"elevation";"gdd10";"bio9";"clcm_lvl3mf";"clcm_lvl3gua";"clcm_lvl3ng";"clcm_lvl3nial";"clcm_lvl3p";"clcm_lvl3v"
8;0,0365434133821076;-0,274830928226641;-0,24795554221518;1,1186066016344;0,395285952122273;1,47219903573546;-0,433221620481249;0,449922692189828;0,058468361892305;-0,630863000312266;0,0864070055174277;-0,729924297371905;0,791348152485442;-0,738659542357893;-0,44177989726422;-0,535308998434692;-0,44726648194463;-0,803186572327933;-0,768786134422199;1;0;0;0;0;0
11;0,0365434133821076;-0,274830928226641;-0,24795554221518;1,1186066016344;0,395285952122273;1,47219903573546;-0,433221620481249;0,449922692189828;0,058468361892305;-0,630863000312266;0,0864070055174277;-0,729924297371905;0,791348152485442;-0,738659542357893;-0,44177989726422;-0,535308998434692;-0,44726648194463;-0,803186572327933;-0,768786134422199;0;0;0;0;1;0
8;-0,733990325266381;-0,152051479598175;-0,0752556389221381;-0,955970274369684;0,206422659703267;1,82658098810175;-0,387814372987979;-0,865761671007137;1,36635111164354;1,15579580805099;0,472276885326309;1,25094677514802;-0,227906812676847;0,534811816531472;1,29999791948318;0,883850466778144;-0,601861184335787;0,596573679249761;1,27688319213892;0;0;0;0;1;0
12;-0,598745968529781;-0,156055157270843;-0,144335600239355;0,0722804426150197;-0,360167217553747;-1,00071163661612;-1,06892308538704;0,0907677016180766;-1,40995357977003;-0,596504177074511;-0,0723903493967225;-0,474522646397255;-0,194814119002747;0,181069772395539;0,740891444115352;-0,00121672658039879;-0,673566821252521;0,144520632971804;1,19505641907647;0;0;0;0;1;0
7;0,0305968840652423;-0,0386139455392661;0,270144167663946;-2,94337145945355;-0,549030509972751;0,028205911941149;0,13285539826819;-2,67405522481112;1,30175289846289;1,12143698481323;-0,574475953413041;0,816562864828931;-0,108773115450089;0,464063407704269;2,30470805191109;0,349758194923851;0,769485674691296;0,491272878660901;1,22778712830145;0;0;0;1;0;0
7;-0,689715149067144;0,0588088778289739;0,339224128981163;-1,42860445001075;1,71732899905531;1,56099962045783;-0,590633411791254;-0,596688062741215;1,90547634608213;-0,0467630052704324;0,0313315713218609;0,245428464224201;-1,15450223555166;1,03005067832177;1,49197182205309;0,319238636532177;-0,720871807639711;1,24071842035193;1,39144067442634;0;0;0;1;0;0
7;-0,689715149067144;0,0588088778289739;0,339224128981163;-1,42860445001075;1,71732899905531;1,56099962045783;-0,590633411791254;-0,596688062741215;1,90547634608213;-0,0467630052704324;0,0313315713218609;0,245428464224201;-1,15450223555166;1,03005067832177;1,49197182205309;0,319238636532177;-0,720871807639711;1,24071842035193;1,39144067442634;1;0;0;0;0;0
7;-0,849076978808863;-0,21477576313663;-0,144335600239355;-0,828553608116639;1,15073912179829;1,47280101652869;-0,472574568308751;-0,388814020871299;0,791105415504154;1,06417227941698;1,29081161801142;1,30122269069421;-0,188195580267926;0,605560225358634;0,962292003283566;1,05170803793235;-0,602404494789698;0,736426305031841;1,2932485467514;0;0;0;0;1;0
6;0,29471215553883;-0,200095611670183;-0,178875580897964;1,24134797310468;1,15073912179829;-0,254671824480605;0,196425544758768;1,55540635171438;-0,122069072867271;-1,16342476049747;-1,02423478445345;-1,15224198795991;0,420709983335517;-0,667911133530731;-0,3941367389622;-0,367451427280486;-0,593595277802724;-0,683077846656265;-0,752420779809716;0;0;0;1;0;0
7;0,29471215553883;-0,200095611670183;-0,178875580897964;1,24134797310468;1,15073912179829;-0,254671824480605;0,196425544758768;1,55540635171438;-0,122069072867271;-1,16342476049747;-1,02423478445345;-1,15224198795991;0,420709983335517;-0,667911133530731;-0,3941367389622;-0,367451427280486;-0,593595277802724;-0,683077846656265;-0,752420779809716;0;0;0;0;1;0
7;0,739710193200896;1,32797470006453;2,16984310388741;-2,31137699212486;0,773012536960281;0,949119132504277;-1,48666976232513;-1,38315435069344;0,937997066788984;3,71552813926373;-0,96830034777904;3,16545363914698;-4,12622612748587;3,22325135196453;2,56114034512491;3,87476718916219;2,20779673273071;3,23937697527876;1,89876666741349;0;0;0;1;0;0
1;0,739710193200896;1,32797470006453;2,16984310388741;-2,31137699212486;0,773012536960281;0,949119132504277;-1,48666976232513;-1,38315435069344;0,937997066788984;3,71552813926373;-0,96830034777904;3,16545363914698;-4,12622612748587;3,22325135196453;2,56114034512491;3,87476718916219;2,20779673273071;3,23937697527876;1,89876666741349;1;0;0;0;0;0
9;0,739710193200896;1,32797470006453;2,16984310388741;-2,31137699212486;0,773012536960281;0,949119132504277;-1,48666976232513;-1,38315435069344;0,937997066788984;3,71552813926373;-0,96830034777904;3,16545363914698;-4,12622612748587;3,22325135196453;2,56114034512491;3,87476718916219;2,20779673273071;3,23937697527876;1,89876666741349;1;0;0;0;0;0
7;-0,900436710655784;-0,373588310819104;-0,24795554221518;-0,0552378108660885;-0,926757094810761;-1,04532577392356;-1,64408155363513;-0,566938433693163;-1,09724354451162;-0,842742410278421;0,341240006194321;-0,709813931153429;-0,360277587373249;0,110321363568337;0,920253922428842;0,30397885733634;-0,913723115168993;0,156449239288512;1,17869106446398;0;0;0;1;0;0
5;-0,934638053031381;-0,449658186599783;-0,317035503532397;-0,00673124956095678;-1,68221026448678;-1,08529834689893;-1,50483266132243;-0,419437950032866;-1,61142008627194;-0,550692412757504;0,778052914308533;-0,434301913960302;-0,122010192919725;-0,0311754540860283;0,641401319425839;0,441316870098872;-0,913723115168993;0,0684243512962613;1,145960355239;0;0;0;1;0;0
7;-0,93234578876153;-0,428305239012224;-0,282495522873789;-0,0110893717166861;-1,11562038722977;-1,02858014377428;-1,52299556031974;-0,603725349763726;-1,53878563800813;-0,58505123599526;-0,0494161288154765;-0,468489536531712;-0,161721425328647;0,0395729547411341;0,752101599009946;0,426057090903036;-0,913723115168993;0,0943382201911758;1,16232570985149;0;0;0;1;0;0
9;-0,990018281350403;-0,568433957555582;-0,455195426166831;0,152124507289092;-0,926757094810761;-0,366799335570144;-1,25660637502589;0,0123729656770758;-1,31264478551935;-0,149839474983697;0,663771596195632;-0,0220394064815355;0,374380212191781;-0,314169089394798;0,03885549384146;0,639693999644753;-0,92137297506447;-0,242953406695016;1,08049893678904;0;0;0;1;0;0
7;-1,07594319195523;-0,69788620230516;-0,524275387484048;0,0982083963142834;-0,926757094810761;-0,586468690567227;-1,10827603321454;0,226196284659073;-1,54118505540152;0,147936993076845;0,761017621198415;0,251461574089744;0,771492536280985;-0,455665907049163;0,358344908337363;0,761772233211448;-1,0131398602436;-0,369643432403487;1,04776822756406;0;0;0;1;0;0
7;-0,975077722350653;-0,624485444972925;-0,489735406825439;0,198428979298989;-0,737893802391757;-0,480932141144465;-0,926647043241456;-0,314588247713952;-1,17736845014968;0,147936993076845;0,960154593233031;0,267549867064525;0,68545153272832;-0,455665907049163;0,216816702793125;0,593914662057242;-0,000581594154687604;-0,386508013747796;1,04776822756406;0;0;0;1;0;0
5;-0,610352278820578;0,0561397593805293;0,304684148322555;-1,50445803947298;0,773012536960281;1,95559939545637;-0,00639349404450656;-1,45729453181576;1,42358651929804;0,1822958163146;-0,125821868515363;0,430443833434184;-1,11479100314274;1,03005067832177;0,662420359853201;-0,0622558433637469;-0,0930140955203612;1,1905360075713;1,39144067442634;0;0;0;1;0;0
7;-0,931512528202082;-0,276165487450864;-0,213415561556571;-0,810604011250793;1,71732899905531;1,07230769941048;-1,02351583789377;-0,0973329584182677;1,0492686589068;0,915284045386705;2,25275892964606;1,00761134390446;-0,61840059803123;0,676308634185837;1,16547606074807;1,4026829594366;-0,602404494789698;0,840493111863799;1,30961390136389;0;0;0;1;0;0
4;-1,05264819941379;-0,402948613751997;-0,24795554221518;-0,741790287484981;0,961875829379287;1,25407700570812;-1,28385072352185;0,62773356787288;0,756793765001576;1,02981345617922;-0,213388771934766;1,08201969891282;-0,373514664842892;0,534811816531472;1,06738720542038;1,72313832254918;-0,966894803468634;0,767687480206658;1,27688319213892;0;0;0;1;0;0
9;-0,698136484732459;0,0347868117929687;0,339224128981163;-1,40170007572633;1,5284657066363;1,02936731285056;-0,514954665969137;-0,838231668669366;1,07389444070021;0,142210522537219;-0,143660413302961;0,418377613703098;-1,12802808061238;1,10079908714893;1,50738578503316;0,380277753315525;-0,79063375429139;1,26786628300374;1,40780602903882;0;0;0;1;0;0
3;-1,12734409998577;-0,580444990573584;-0,386115464849613;-0,237393694186469;-1,87107355690578;-0,166497791196085;-1,28990502318762;-0,297429477308062;-1,10697569954402;0,720584047039427;0,376111643402511;0,760253839417197;0,407472905865881;0,110321363568337;1,28458395650312;1,35690362184909;-1,04586742598185;0,316045765181002;1,17869106446398;0;0;0;0;0;1
2;-0,745952467067526;-0,153386038822397;-0,0407156582635292;-0,378036864300709;1,15073912179829;0,709952004099538;-1,59867430614186;0,456195597291167;0,332589817490166;-0,962998291610563;-1,31100296894588;-0,838520274951678;-0,512503978274108;0,393314998877067;0,906241228810601;0,212420182161318;-0,913723115168993;0,450139753430878;1,24415248291393;0;0;0;0;0;1
1;-0,586408363188183;-0,0386139455392661;-0,0407156582635292;-0,26868794951401;0,584149244541277;-0,271630460647879;-1,19909052820108;1,21550073952812;-0,659866217842582;-0,934365938912434;-2,21834053674105;-0,729924297371905;-0,538978133213394;0,534811816531472;0,420000760257624;-0,0775156225595835;-0,673566821252521;0,578886435400851;1,27688319213892;0;0;0;0;0;1
2;-0,695804460544546;-0,130698532010616;-0,0407156582635292;-0,298299821573788;1,3396024142173;-0,323716644026794;-1,52602271015263;0,176484791106647;-0,507197158716924;-1,04889534970495;-2,21541777652768;-0,872707897523088;-0,697823062849074;0,393314998877067;0,455032494303228;0,0903419485946226;-0,835343564912881;0,413531271976157;1,24415248291393;0;0;0;0;0;1
3;-0,210192010374734;0,280345709049902;0,235604187005337;-0,245461033502798;0,395285952122273;0,0551355659524589;-1,03562443722531;0,184383764679618;0,20567490595877;-0,922912997833183;-1,35310631646198;-0,87069686090124;-0,644874752970509;0,605560225358634;0,649808935596783;-0,275892752105464;-0,487261193491223;0,487159566137899;1,2932485467514;0;0;0;0;0;1
1;-0,252851030240295;0,242978050771673;0,166524225688121;-0,229159728628729;-0,360167217553747;-0,466056151491338;-0,808588199758953;-1,49972637774125;-0,178388412227057;-0,659495353010395;-0,575536441244163;-0,575074477489637;-0,287473661290227;0,605560225358634;0,162167197681983;-0,214853635322116;-0,507534337957419;0,532406003890924;1,2932485467514;0;0;0;0;0;1
1;-0,23636607256172;0,228297899305226;0,166524225688121;-0,226083170077612;0,206422659703267;-0,0672099775866527;-0,805561049926068;0,0824139190000698;0,682921157591459;-0,682401235168899;-1,96922211546402;-0,611273136682895;-0,33380343243397;0,464063407704269;0,651210204958607;-0,24537319371379;-0,487261193491223;0,376511459269136;1,26051783752642;0;0;0;0;0;1
3;-1,12195447305129;-0,605801615833811;-0,386115464849613;-0,318050666647121;-0,360167217553747;-0,238256870702077;-1,37163806867551;1,00099340504099;-1,04729513486175;0,531610519231775;-1,86080172260456;0,627525422375253;0,169205511412357;-0,0311754540860283;0,229428127049541;1,35690362184909;-1,04586742598185;0,122308745347591;1,145960355239;0;0;0;0;0;1
1;-1,15420877333093;-0,663187662475377;-0,455195426166831;-0,34952697236532;-0,737893802391757;-0,481690304785221;-1,35952946934397;0,712035055199089;-0,998942874444715;0,611781106786537;-1,8546556857968;0,748187619686112;0,109638662798978;0,0395729547411341;0,243440820667783;1,43320251782827;-1,04586742598185;0,218560258385846;1,16232570985149;0;0;0;0;0;1
0;-0,366741099156698;0,172246411887883;0,097444264370904;-0,181107885053961;-1,11562038722977;-0,323916166761361;-1,10524888338165;-0,475268823604868;0,0673903240386246;-0,83128946919917;-1,13465487053009;-0,65752697898539;-0,512503978274108;0,534811816531472;0,101912615123546;-0,0622558433637469;-0,673566821252521;0,520477397574218;1,27688319213892;0;0;0;0;0;1
7;-1,07557390938618;-0,69788620230516;-0,524275387484048;0,0970326824856228;-1,11562038722977;-0,586468690567227;-1,10827603321454;0,226196284659073;-1,54118505540152;0,147936993076845;0,761017621198415;0,251461574089744;0,771492536280985;-0,455665907049163;0,358344908337363;0,761772233211448;-1,0131398602436;-0,369643432403487;1,04776822756406;0;0;0;1;0;0
8;-0,924270021548097;-0,497702318671792;-0,351575484191006;0,126611058501252;-0,549030509972751;-0,827830426860969;-1,20211767803396;-0,285574169585804;-1,26690824905346;-0,184198298221452;-0,130932603161033;-0,0562270290529452;0,34128751851768;-0,243420680567596;0,434013453875866;0,517615766078057;-0,913723115168993;-0,192359662662087;1,09686429140153;0;0;0;1;0;0
3;-1,02875069408297;-0,429639798236445;-0,282495522873789;-0,607125771249367;-0,549030509972751;-0,34936504129877;-1,20514482786685;0,0436477546923151;-1,01489325076631;0,858019339990447;-0,107977210701299;0,965379574845657;0,0235976592463123;0,181069772395539;0,778725716884604;1,57054053059081;-0,847881744944464;0,301649171350494;1,19505641907647;0;0;0;1;0;0
3;-1,04645195787861;-0,408286850648887;-0,282495522873789;-0,747414096863914;1,15073912179829;1,21520510838681;-1,25055207536012;0,183641366396913;0,665042609671209;1,05271933833772;0,130170406500325;1,1021300651313;-0,347040509903606;0,464063407704269;1,09261005393321;1,70787854335334;-0,937141538837592;0,690357204774214;1,26051783752642;0;0;0;1;0;0
8;-1,02822600358687;-0,374922870043325;-0,213415561556571;-0,752158395208219;1,71732899905531;1,85389967731957;-1,13249323187762;-0,259131095995915;1,03418624226052;1,13861639643211;0,792839102721705;1,17653842013966;-0,294092200025048;0,534811816531472;1,02394785520383;1,63157964737415;-0,833005112628943;0,702697142343221;1,27688319213892;0;0;0;1;0;0
4;-1,02022159584853;-0,342893448661986;-0,24795554221518;-0,790290581044263;-0,171303925134743;0,590876972613747;-1,27779642385608;1,00829809960028;0,670374648323197;0,886651692688576;-0,177210169668392;0,919125732543161;-0,644874752970509;0,676308634185837;1,20891541096461;1,58580030978664;-0,8032518479979;0,896845493428932;1,30961390136389;0;0;0;1;0;0
5;-0,896898173178659;-0,294849316589978;-0,144335600239355;-0,915898781118551;1,3396024142173;1,73280484784349;-1,01443438839511;-0,278105859094304;0,822544762752028;0,577422283548781;0,891443197683918;0,804496645097846;-0,810338221341011;0,747057043012999;1,30840553565413;1,18904605069488;-0,602404494789698;0,970062456338373;1,32597925597637;0;0;0;1;0;0
2;-0,896039741962926;-0,254812539863304;-0,144335600239355;-0,910181067497451;0,395285952122273;1,78207263040542;-0,99324433956492;-0,269657654947138;0,880377519097622;0,600328165707285;0,644809477143794;0,826618047938169;-0,790482605136554;0,817805451840202;1,15846971393895;1,18904605069488;-0,602404494789698;1,0198335378667;1,34234461058887;0;0;0;1;0;0
9;-0,702299395761908;0,00943018653274302;0,304684148322555;-1,40370603534952;0,584149244541277;1,10973834641995;-0,617877760287217;-0,913721861426163;1,51828359864919;0,0505869939032067;-0,393662411425216;0,327880965719954;-1,2339247003695;0,959302269494567;1,7652193476088;0,410797311707199;-0,837141782810587;1,15145953860278;1,37507531981384;0;0;0;0;0;1
