"shrinkage";"n.trees";"interaction.depth";"n.minobsinnode";"rmse";"r_squared";"mae"
0,002;1500;10;10;3,47;0,279715984725295;2,68754094439282
0,002;1700;10;10;3,45;0,286447309199608;2,67461468697923
0,002;2000;10;10;3,45;0,286054830319056;2,67662781470527
0,002;3000;10;10;3,45;0,287421275150165;2,67548454696694
0,005;1000;10;10;3,44;0,291463602098609;2,66333600082203
0,005;1500;10;10;3,45;0,289933510945676;2,67508813648563
0,005;1700;10;10;3,45;0,288767907792938;2,66879944352203
0,005;2000;10;10;3,45;0,289302376870485;2,66831169092879
0,005;3000;10;10;3,48;0,28140189956406;2,68905471543144
0,01;1000;3;30;3,48;0,273120536004567;2,70602678042337
0,01;1500;3;30;3,49;0,27113578258549;2,71400284270247
0,01;1700;3;30;3,49;0,272368861644524;2,712852176779
0,01;2000;3;30;3,49;0,269544552477404;2,72406751987986
0,01;3000;3;30;3,5;0,268298587949541;2,73334637429406
0,02;1000;3;30;3,5;0,266176033108501;2,73718556936005
0,02;1500;3;30;3,5;0,270201254165201;2,73025755569547
0,02;1700;3;30;3,52;0,263940641125339;2,74338266701131
0,02;2000;3;30;3,51;0,267724594507961;2,74803177742537
0,02;3000;3;30;3,55;0,255094783002953;2,78105779675912
0,05;1000;3;30;3,53;0,261947034912443;2,73606172245892
0,05;1500;3;30;3,62;0,23273664673813;2,81812886317489
0,05;1700;3;30;3,58;0,245786765372524;2,82466022895463
0,05;2000;3;30;3,6;0,24311650144017;2,82793107034265
0,05;3000;3;30;3,69;0,223531178744918;2,88402356522988
0,001;1000;3;30;3,67;0,24200034409505;2,84671743509004
0,001;1500;3;30;3,61;0,248233425574103;2,80091214905899
0,001;1700;3;30;3,6;0,248840865056238;2,79108321847663
0,001;2000;3;30;3,58;0,250764499931453;2,77757124614203
0,001;3000;3;30;3,54;0,257266671177237;2,74621281594797
0,002;1000;3;30;3,58;0,249646768325533;2,77781442360166
0,002;1500;3;30;3,54;0,258763433970769;2,74516063783761
0,002;1700;3;30;3,53;0,258808842708975;2,74121880995111
0,002;2000;3;30;3,52;0,259751745625869;2,73307669550223
0,002;3000;3;30;3,5;0,266255501926792;2,71556065727651
0,005;1000;3;30;3,5;0,268070918075117;2,71450955879338
0,005;1500;3;30;3,49;0,271285037334012;2,70861400328118
0,005;1700;3;30;3,49;0,26988558975638;2,70748910986052
0,005;2000;3;30;3,47;0,277439972135012;2,69470840985677
0,005;3000;3;30;3,48;0,272578224528147;2,71621225902952
0,01;1000;5;30;3,47;0,27797943933563;2,69532478191972
0,01;1500;5;30;3,48;0,274939122829432;2,71316870955096
0,01;1700;5;30;3,46;0,282209979749877;2,70485255773746
0,01;2000;5;30;3,5;0,269212752272456;2,73132585724395
0,01;3000;5;30;3,52;0,265484649143362;2,74706825622882
0,02;1000;5;30;3,49;0,272793643648622;2,72908979209448
0,02;1500;5;30;3,52;0,264333283337716;2,75204189546137
0,02;1700;5;30;3,52;0,266093582300199;2,75072369846314
0,02;2000;5;30;3,53;0,265708298323807;2,75939726433318
0,02;3000;5;30;3,57;0,25777576621837;2,79518881179729
0,05;1000;5;30;3,62;0,240120898779093;2,82131388577289
0,05;1500;5;30;3,59;0,253467045290339;2,81202728726188
0,05;1700;5;30;3,62;0,247018790374783;2,84166178278859
0,05;2000;5;30;3,69;0,231648598009421;2,89518273521721
0,05;3000;5;30;3,7;0,230075082725096;2,88469758667344
0,001;1000;5;30;3,63;0,257276241572295;2,81705811197493
0,001;1500;5;30;3,57;0,262541760256067;2,76680271307367
0,001;1700;5;30;3,56;0,262121760236546;2,75540754892148
0,001;2000;5;30;3,54;0,265745374618961;2,73978476203418
0,001;3000;5;30;3,51;0,26966844772893;2,71693123339785
0,002;1000;5;30;3,54;0,265361883950693;2,74134918904781
0,002;1500;5;30;3,51;0,268734592164461;2,71957667341055
0,002;1700;5;30;3,5;0,272134906312383;2,71185840483699
0,002;2000;5;30;3,49;0,273148670904357;2,70687292532835
0,002;3000;5;30;3,48;0,275574391515978;2,7024562546119
0,005;1000;5;30;3,48;0,275831833853868;2,70324860843256
0,005;1500;5;30;3,47;0,280876756315392;2,69428859916828
0,005;1700;5;30;3,48;0,275570381304084;2,70429894997112
0,005;2000;5;30;3,48;0,27623179009891;2,70741174761997
0,005;3000;5;30;3,48;0,27610691985097;2,71497904812586
0,01;1000;6;30;3,47;0,279450935683512;2,70040116805061
0,01;1500;6;30;3,48;0,275385630717817;2,72059752486924
0,01;1700;6;30;3,49;0,275423781788753;2,72141202726495
0,01;2000;6;30;3,49;0,273088681421987;2,7264509068304
0,01;3000;6;30;3,54;0,261601933936264;2,76250869555397
0,02;1000;6;30;3,52;0,266453608346125;2,73530400725081
0,02;1500;6;30;3,56;0,254758595380479;2,77452102362563
0,02;1700;6;30;3,56;0,258005227656961;2,77121502177491
0,02;2000;6;30;3,54;0,263380349719522;2,76080131768975
0,02;3000;6;30;3,6;0,247387425812946;2,81335249632809
0,05;1000;6;30;3,62;0,241702022496523;2,8225222769817
0,05;1500;6;30;3,64;0,237982264911163;2,84520474078162
0,05;1700;6;30;3,66;0,236313653826609;2,86332012718179
0,05;2000;6;30;3,74;0,215923564228985;2,95388904124337
0,05;3000;6;30;3,68;0,234640814995229;2,90089886307855
0,001;1000;6;30;3,62;0,263406782139786;2,80535357951461
0,001;1500;6;30;3,56;0,265176534248401;2,7598253212426
0,001;1700;6;30;3,54;0,267352402351682;2,74526531002299
0,001;2000;6;30;3,53;0,268412769388889;2,73375221507906
0,001;3000;6;30;3,5;0,272128762765425;2,71073774317209
0,002;1000;6;30;3,53;0,265560725602101;2,73477258302539
0,002;1500;6;30;3,5;0,270506452286263;2,71454647516924
0,002;1700;6;30;3,49;0,27348858818579;2,70681638873498
0,002;2000;6;30;3,48;0,274521231411417;2,7045838547812
0,002;3000;6;30;3,47;0,277424926393828;2,69925754483413
0,005;1000;6;30;3,47;0,280302350031209;2,6938729059424
0,005;1500;6;30;3,46;0,281838457777371;2,69114198253417
0,005;1700;6;30;3,46;0,281771255727087;2,69764182495554
0,005;2000;6;30;3,46;0,282999067241565;2,69474696983854
0,005;3000;6;30;3,49;0,273421632792545;2,72173437849766
0,01;1000;8;30;3,48;0,277386841586301;2,71586363417345
0,01;1500;8;30;3,47;0,279831866864897;2,71046126505474
0,01;1700;8;30;3,49;0,276350928200332;2,72100461450907
0,01;2000;8;30;3,51;0,270321350782937;2,74407130235002
0,01;3000;8;30;3,52;0,268129890876448;2,75919505818319
0,02;1000;8;30;3,52;0,268204381244795;2,74005348294653
0,02;1500;8;30;3,56;0,257115790089068;2,76957644386714
0,02;1700;8;30;3,56;0,259541221264968;2,77923554899267
0,02;2000;8;30;3,57;0,256379104435836;2,80889778993033
0,02;3000;8;30;3,58;0,256541474738121;2,80665791664393
0,05;1000;8;30;3,62;0,242648136436577;2,81007203616756
0,05;1500;8;30;3,67;0,232013766538349;2,85288037289999
0,05;1700;8;30;3,71;0,223704513282328;2,9029682949233
0,05;2000;8;30;3,68;0,234304293432465;2,88152050835947
0,05;3000;8;30;3,69;0,231731620773696;2,8819904836605
0,001;1000;8;30;3,61;0,267566565806807;2,79383757364767
0,001;1500;8;30;3,54;0,271057221133687;2,74569496859877
0,001;1700;8;30;3,53;0,270805863458645;2,73440221714522
0,001;2000;8;30;3,51;0,272868185568992;2,72249906933173
0,001;3000;8;30;3,48;0,275770208574773;2,70308905738983
0,002;1000;8;30;3,51;0,271858421670949;2,72092730906108
0,002;1500;8;30;3,49;0,274980363217098;2,70409076091484
0,002;1700;8;30;3,48;0,277582094608023;2,70105809626172
0,002;2000;8;30;3,48;0,275387648757225;2,70254330294003
0,002;3000;8;30;3,47;0,280495535408415;2,70081524625912
0,005;1000;8;30;3,46;0,281765000056495;2,68466767703242
0,005;1500;8;30;3,48;0,275916257815244;2,70878673523169
0,005;1700;8;30;3,47;0,280018891333607;2,70395120017648
0,005;2000;8;30;3,47;0,280692081000598;2,70599285554
0,005;3000;8;30;3,49;0,276211180005501;2,72378225237417
0,01;1000;10;30;3,45;0,289467168815907;2,68476437703815
0,01;1500;10;30;3,51;0,270004907824325;2,72928064394922
0,01;1700;10;30;3,5;0,273609427990991;2,72864767204641
0,01;2000;10;30;3,53;0,263024379105004;2,75408459807991
0,01;3000;10;30;3,53;0,267493757484829;2,75721192611375
0,02;1000;10;30;3,53;0,264137629251104;2,75327818410404
0,02;1500;10;30;3,57;0,260053538686586;2,78023703187204
0,02;1700;10;30;3,58;0,25641300561589;2,7940073779238
0,02;2000;10;30;3,61;0,246839530345998;2,81297104915906
0,02;3000;10;30;3,62;0,247864778123092;2,81754687760829
0,05;1000;10;30;3,59;0,253829222380134;2,82487174434955
0,05;1500;10;30;3,64;0,245065579578058;2,86731581003321
0,05;1700;10;30;3,68;0,23365352250642;2,86118678235395
0,05;2000;10;30;3,67;0,234190521468204;2,85983716009854
0,05;3000;10;30;3,76;0,214779018575614;2,93662912916954
0,001;1000;10;30;3,6;0,268041623723593;2,78818065565368
0,001;1500;10;30;3,53;0,274027433916854;2,73746558104459
0,001;1700;10;30;3,52;0,275004999042728;2,72710205284981
0,001;2000;10;30;3,5;0,274394798327169;2,71628641123363
0,001;3000;10;30;3,48;0,278015163722515;2,69822215949042
0,002;1000;10;30;3,5;0,2750457744558;2,7163365491184
0,002;1500;10;30;3,48;0,277276560612866;2,6970852746562
0,002;1700;10;30;3,47;0,279996739941237;2,6961561626096
0,002;2000;10;30;3,46;0,282458273637476;2,68779553917981
0,002;3000;10;30;3,46;0,281519260571225;2,69564969627135
0,005;1000;10;30;3,45;0,285619463372056;2,68692404185065
0,005;1500;10;30;3,47;0,278823545001782;2,7056736843242
0,005;1700;10;30;3,48;0,277332228611215;2,70452965158556
0,005;2000;10;30;3,48;0,275551985718868;2,71212590889378
0,005;3000;10;30;3,5;0,273489559064305;2,73533644172303
0,01;1000;3;50;3,5;0,266913514459915;2,72379899147186
0,01;1500;3;50;3,49;0,270129988014286;2,71460976267575
0,01;1700;3;50;3,49;0,268700233547942;2,72625121846032
0,01;2000;3;50;3,49;0,271611164553528;2,71599182211293
0,01;3000;3;50;3,52;0,261351466317083;2,74541738723051
0,02;1000;3;50;3,51;0,26197308037834;2,74457112440204
0,02;1500;3;50;3,51;0,267195421092345;2,73926760984737
0,02;1700;3;50;3,51;0,265659072251268;2,74324168892813
0,02;2000;3;50;3,51;0,264313401698965;2,76356510293137
0,02;3000;3;50;3,56;0,252316722994738;2,79239968401692
0,05;1000;3;50;3,55;0,253362009184995;2,76572612473694
0,05;1500;3;50;3,55;0,257274845206612;2,76608427733847
0,05;1700;3;50;3,59;0,243979200116722;2,80151335171231
0,05;2000;3;50;3,56;0,259773511586623;2,77336695897026
0,05;3000;3;50;3,63;0,236861192694232;2,8400428556673
0,001;1000;3;50;3,67;0,241619927506308;2,84582754185754
0,001;1500;3;50;3,61;0,245773526126065;2,80497820458996
0,001;1700;3;50;3,59;0,249010178206412;2,79156943374748
0,001;2000;3;50;3,58;0,251316115011168;2,77754048831968
0,001;3000;3;50;3,54;0,25569868884584;2,7507973770877
0,002;1000;3;50;3,58;0,249986139573039;2,77726214226559
0,002;1500;3;50;3,55;0,255537838361531;2,75252954988194
0,002;1700;3;50;3,54;0,256337103124096;2,74553276759921
0,002;2000;3;50;3,53;0,258874788865761;2,73743941484736
0,002;3000;3;50;3,51;0,263241308852843;2,7204769684383
0,005;1000;3;50;3,52;0,260884337705363;2,72908291443847
0,005;1500;3;50;3,51;0,264325280251886;2,72086002183633
0,005;1700;3;50;3,5;0,266008908007779;2,72273129576979
0,005;2000;3;50;3,5;0,267897256532864;2,72013720522207
0,005;3000;3;50;3,5;0,266997024460622;2,72566079078611
0,01;1000;5;50;3,47;0,277621235841333;2,70615860338122
0,01;1500;5;50;3,49;0,272708498309275;2,72565529033626
0,01;1700;5;50;3,48;0,275087088967596;2,73035099414235
0,01;2000;5;50;3,49;0,271978121893578;2,73248126839338
0,01;3000;5;50;3,5;0,271355221980672;2,73695129311364
0,02;1000;5;50;3,49;0,274740232575524;2,72560589515873
0,02;1500;5;50;3,51;0,269368877440199;2,74309140849826
0,02;1700;5;50;3,54;0,257921776380351;2,75855631010938
0,02;2000;5;50;3,51;0,268778055048215;2,7437706838809
0,02;3000;5;50;3,55;0,260321103657628;2,77682890289817
0,05;1000;5;50;3,53;0,26506197307212;2,75703361369663
0,05;1500;5;50;3,59;0,246826778177866;2,80302311486148
0,05;1700;5;50;3,61;0,247430309724379;2,82236268241862
0,05;2000;5;50;3,59;0,253095531138414;2,80654885430635
0,05;3000;5;50;3,65;0,238781607346114;2,83811675892678
0,001;1000;5;50;3,63;0,259259484629079;2,81630806658585
0,001;1500;5;50;3,57;0,263082879983763;2,76706376560631
0,001;1700;5;50;3,56;0,263144363670966;2,75827985854449
0,001;2000;5;50;3,54;0,264224807329318;2,74665150049893
0,001;3000;5;50;3,51;0,267812555874902;2,72283144660395
0,002;1000;5;50;3,54;0,263910673114516;2,74643130676189
0,002;1500;5;50;3,51;0,269032428771827;2,71756749123145
0,002;1700;5;50;3,51;0,267489366239922;2,71888166724792
0,002;2000;5;50;3,49;0,27148670919422;2,71020862985866
0,002;3000;5;50;3,48;0,274724824160886;2,70998256436763
0,005;1000;5;50;3,49;0,271723741318963;2,71269722025756
0,005;1500;5;50;3,48;0,276038081654451;2,70599386268333
0,005;1700;5;50;3,47;0,277085235908863;2,70638904654634
0,005;2000;5;50;3,47;0,27803800139931;2,70832742510695
0,005;3000;5;50;3,48;0,275379334186931;2,71997732973779
0,01;1000;6;50;3,46;0,281370330088235;2,70106396515639
0,01;1500;6;50;3,46;0,285827322196478;2,69866741499259
0,01;1700;6;50;3,47;0,279507621969096;2,71827359980817
0,01;2000;6;50;3,47;0,279872919324018;2,71687282855997
0,01;3000;6;50;3,5;0,272166648690723;2,74051726319313
0,02;1000;6;50;3,49;0,275663573801338;2,72512131861614
0,02;1500;6;50;3,51;0,268627242567783;2,73762633640766
0,02;1700;6;50;3,52;0,267716249004792;2,74512189296417
0,02;2000;6;50;3,52;0,267862963882685;2,7509109868034
0,02;3000;6;50;3,56;0,257528661480574;2,76995897091751
0,05;1000;6;50;3,59;0,24956234658376;2,78599203330256
0,05;1500;6;50;3,56;0,26460210314592;2,75812730326128
0,05;1700;6;50;3,61;0,24967687856911;2,80966498120827
0,05;2000;6;50;3,67;0,238278220213419;2,87715794197363
0,05;3000;6;50;3,66;0,240369834846092;2,86996938084617
0,001;1000;6;50;3,62;0,266068378554112;2,80577299803995
0,001;1500;6;50;3,56;0,268725087042412;2,75841924913494
0,001;1700;6;50;3,55;0,265294599837468;2,7499974599794
0,001;2000;6;50;3,53;0,268142605759983;2,73753492662683
0,001;3000;6;50;3,5;0,270613288704063;2,7170961399639
0,002;1000;6;50;3,53;0,268223665567271;2,73638316527847
0,002;1500;6;50;3,5;0,271034362266412;2,71841777144065
0,002;1700;6;50;3,49;0,272919501079882;2,71391478983403
0,002;2000;6;50;3,49;0,274165324757517;2,70885396037218
0,002;3000;6;50;3,48;0,276681955850088;2,70680959903459
0,005;1000;6;50;3,48;0,276592565078481;2,70711992924687
0,005;1500;6;50;3,48;0,274128055883886;2,71258891482016
0,005;1700;6;50;3,47;0,279574867301016;2,70524250240854
0,005;2000;6;50;3,48;0,275281924157252;2,71755500314424
0,005;3000;6;50;3,48;0,278329340652928;2,71546776730167
0,01;1000;8;50;3,47;0,279681088004088;2,70534475637942
0,01;1500;8;50;3,49;0,274540559079217;2,72638104742153
0,01;1700;8;50;3,48;0,278624975800585;2,7138957826368
0,01;2000;8;50;3,47;0,281443266547684;2,71552125600956
0,01;3000;8;50;3,54;0,263021092070805;2,75301548983383
0,02;1000;8;50;3,52;0,265693031499026;2,75193455540901
0,02;1500;8;50;3,53;0,264763388876872;2,76748748674946
0,02;1700;8;50;3,52;0,267921282154779;2,75372331961535
0,02;2000;8;50;3,53;0,266474265932372;2,77108805204402
0,02;3000;8;50;3,61;0,245795394415863;2,81748285383475
0,05;1000;8;50;3,55;0,267978112047259;2,75541997575787
0,05;1500;8;50;3,6;0,248637361350919;2,8108858606058
0,05;1700;8;50;3,65;0,239896887812987;2,83877964923905
0,05;2000;8;50;3,63;0,242983361685316;2,85390837451198
0,05;3000;8;50;3,66;0,23320362636101;2,8501337401651
0,001;1000;8;50;3,61;0,267945087207201;2,79988215383257
0,001;1500;8;50;3,55;0,271129218014357;2,75296136942225
0,001;1700;8;50;3,53;0,271928992325434;2,73814884072302
0,001;2000;8;50;3,52;0,271408648428883;2,73072057058658
0,001;3000;8;50;3,49;0,275028851520503;2,70964774115989
0,002;1000;8;50;3,52;0,271396021046669;2,72989625498513
0,002;1500;8;50;3,49;0,274196814117136;2,7123384334767
0,002;1700;8;50;3,48;0,275424879426837;2,70732549693032
0,002;2000;8;50;3,48;0,276692790873759;2,70537774232005
0,002;3000;8;50;3,47;0,278842780324899;2,70658941702082
0,005;1000;8;50;3,48;0,276928227822215;2,70649702998728
0,005;1500;8;50;3,47;0,278737332583777;2,70781980602448
0,005;1700;8;50;3,47;0,280333299466032;2,70907936268403
0,005;2000;8;50;3,48;0,276640770083067;2,71220948467441
0,005;3000;8;50;3,47;0,280641091788437;2,70619147410763
0,01;1000;10;50;3,46;0,284031265973177;2,69565182024545
0,01;1500;10;50;3,48;0,27791383975563;2,71645686612662
0,01;1700;10;50;3,5;0,270567683726467;2,74049910685451
0,01;2000;10;50;3,52;0,266864917853571;2,7420307403764
0,01;3000;10;50;3,52;0,265750513538175;2,75403264390375
0,02;1000;10;50;3,47;0,283167827871733;2,70886884590434
0,02;1500;10;50;3,52;0,266428150984093;2,76902446891048
0,02;1700;10;50;3,52;0,269088109875727;2,75481144570355
0,02;2000;10;50;3,57;0,256333536621524;2,77739506072829
0,02;3000;10;50;3,6;0,248713789939552;2,81228875821367
0,05;1000;10;50;3,51;0,275911873130024;2,76809912717006
0,05;1500;10;50;3,61;0,244586787378836;2,80966105418982
0,05;1700;10;50;3,61;0,247023154556216;2,81054545715137
0,05;2000;10;50;3,64;0,24422763044275;2,82377033551119
0,05;3000;10;50;3,7;0,227197863880654;2,88855602628084
0,001;1000;10;50;3,61;0,268197898094563;2,79942402829743
0,001;1500;10;50;3,55;0,268603295092604;2,75347868594949
0,001;1700;10;50;3,53;0,271677631570362;2,74079728120362
0,001;2000;10;50;3,52;0,272201080147723;2,73001056957358
0,001;3000;10;50;3,49;0,273193619273521;2,71402427843849
0,002;1000;10;50;3,52;0,272237690555523;2,72918353042664
0,002;1500;10;50;3,49;0,276166989022291;2,71101092788583
0,002;1700;10;50;3,48;0,279192674296404;2,7039094541148
0,002;2000;10;50;3,48;0,276063910942404;2,70580357305285
0,002;3000;10;50;3,48;0,276838198842123;2,70400507109779
0,005;1000;10;50;3,47;0,280927474864685;2,70188686288112
0,005;1500;10;50;3,47;0,279085761139763;2,70176003907526
0,005;1700;10;50;3,47;0,280938565770776;2,70093719602034
0,005;2000;10;50;3,48;0,275510624553252;2,72044411586124
0,005;3000;10;50;3,48;0,277466540541928;2,72022963711205
0,01;1000;3;70;3,49;0,270077076151294;2,72307775344325
0,01;1500;3;70;3,49;0,271223307694286;2,73138827976124
0,01;1700;3;70;3,5;0,265368518048505;2,74544426094881
0,01;2000;3;70;3,49;0,271431178396685;2,73158539201706
0,01;3000;3;70;3,48;0,275608547582687;2,73501069682588
0,02;1000;3;70;3,48;0,27313233127223;2,72986704416054
0,02;1500;3;70;3,5;0,268789067703702;2,74911401313342
0,02;1700;3;70;3,5;0,268573079236532;2,76059853068665
0,02;2000;3;70;3,51;0,265621931581175;2,75900875211369
0,02;3000;3;70;3,51;0,270021397574355;2,75491008607052
0,05;1000;3;70;3,49;0,274495948972606;2,74683884033853
0,05;1500;3;70;3,55;0,258218012150464;2,77985957336494
0,05;1700;3;70;3,55;0,257466301943983;2,81225844212591
0,05;2000;3;70;3,57;0,252084832001361;2,79106147167523
0,05;3000;3;70;3,57;0,257291657066011;2,79225142176152
0,001;1000;3;70;3,67;0,240317191591121;2,84774906966727
0,001;1500;3;70;3,61;0,246551379689882;2,8062540315829
0,001;1700;3;70;3,6;0,248331515138945;2,79450686699831
0,001;2000;3;70;3,58;0,250497476747102;2,78137836716686
0,001;3000;3;70;3,54;0,256116157835872;2,75379680395845
0,002;1000;3;70;3,58;0,249306734134044;2,7842519029534
0,002;1500;3;70;3,54;0,255194051449648;2,75630909935088
0,002;1700;3;70;3,53;0,257517128640125;2,74833417758472
0,002;2000;3;70;3,53;0,259798148296617;2,74117005119348
0,002;3000;3;70;3,5;0,265653618230017;2,72483431132297
0,005;1000;3;70;3,51;0,262782128311939;2,73277754797513
0,005;1500;3;70;3,5;0,266690467003558;2,72287122708988
0,005;1700;3;70;3,5;0,26821809005498;2,72575458587733
0,005;2000;3;70;3,49;0,268873944110932;2,72394970983439
0,005;3000;3;70;3,49;0,271546858236161;2,72723907571175
0,01;1000;5;70;3,47;0,277948020491709;2,71376820859949
0,01;1500;5;70;3,48;0,276512929716168;2,72612578162848
0,01;1700;5;70;3,48;0,275591788544868;2,72682839749037
0,01;2000;5;70;3,48;0,277018425775284;2,72093199615965
0,01;3000;5;70;3,49;0,27418100811996;2,73811799270851
0,02;1000;5;70;3,48;0,275604874063252;2,72755053343723
0,02;1500;5;70;3,5;0,271906426881054;2,74956676925692
0,02;1700;5;70;3,52;0,267857060296157;2,76852633689743
0,02;2000;5;70;3,47;0,281254831685784;2,72702972187054
0,02;3000;5;70;3,51;0,271018467251804;2,76265534345443
0,05;1000;5;70;3,51;0,269235638149938;2,73883307601878
0,05;1500;5;70;3,51;0,273063195970203;2,7401953981323
0,05;1700;5;70;3,51;0,276467577710171;2,76482623949607
0,05;2000;5;70;3,6;0,248819555290645;2,80993405952035
0,05;3000;5;70;3,61;0,249600922747488;2,84542875828296
0,001;1000;5;70;3,64;0,252191391432953;2,82441640154079
0,001;1500;5;70;3,58;0,259456928803691;2,77682016768381
0,001;1700;5;70;3,56;0,261456596861132;2,76371864518652
0,001;2000;5;70;3,55;0,260735369146497;2,75367494264838
0,001;3000;5;70;3,51;0,266950401992546;2,73023701912259
0,002;1000;5;70;3,55;0,261823624646987;2,75133899622526
0,002;1500;5;70;3,51;0,267064095529437;2,72962570675191
0,002;1700;5;70;3,51;0,268613235636741;2,72386831269506
0,002;2000;5;70;3,5;0,270492647349554;2,72019173456024
0,002;3000;5;70;3,49;0,27309631669818;2,71457226810366
0,005;1000;5;70;3,49;0,273937709366014;2,71157812025547
0,005;1500;5;70;3,49;0,27093494243174;2,72193704176223
0,005;1700;5;70;3,48;0,27485808126763;2,71701836791773
0,005;2000;5;70;3,49;0,273380229528163;2,72583139351225
0,005;3000;5;70;3,47;0,278140705508972;2,72341275744654
0,01;1000;6;70;3,48;0,275242287298035;2,72601029950569
0,01;1500;6;70;3,47;0,280131676568179;2,71284627430845
0,01;1700;6;70;3,47;0,280053623157071;2,72065818492227
0,01;2000;6;70;3,49;0,274492296128447;2,7363283156163
0,01;3000;6;70;3,48;0,279045166794818;2,73375504131689
0,02;1000;6;70;3,48;0,27699322737168;2,72814556443653
0,02;1500;6;70;3,52;0,264195508501979;2,76167852584898
0,02;1700;6;70;3,47;0,283783296008501;2,71339359736086
0,02;2000;6;70;3,52;0,269621358889576;2,75261555861777
0,02;3000;6;70;3,52;0,269095570887973;2,75453493313179
0,05;1000;6;70;3,53;0,26594117341876;2,74980361456963
0,05;1500;6;70;3,56;0,262909292482882;2,79065965324841
0,05;1700;6;70;3,55;0,267061480321057;2,81934972247056
0,05;2000;6;70;3,61;0,243597521815714;2,82687084284949
0,05;3000;6;70;3,58;0,262360025843591;2,80528682068266
0,001;1000;6;70;3,64;0,255457052701105;2,82071916703552
0,001;1500;6;70;3,57;0,260930575987721;2,77265451983744
0,001;1700;6;70;3,55;0,264028661864079;2,75746824806307
0,001;2000;6;70;3,54;0,265008469892929;2,74618873458493
0,001;3000;6;70;3,51;0,268662655802887;2,72497149841648
0,002;1000;6;70;3,54;0,26646209202203;2,74458733309408
0,002;1500;6;70;3,51;0,267992108153668;2,72499941667445
0,002;1700;6;70;3,5;0,26963683017562;2,72251073874958
0,002;2000;6;70;3,5;0,270980826207995;2,71580355685777
0,002;3000;6;70;3,49;0,273020807975396;2,71505530162113
0,005;1000;6;70;3,48;0,27575777549549;2,70604309774285
0,005;1500;6;70;3,48;0,275820576766431;2,71722541044033
0,005;1700;6;70;3,47;0,277823401643328;2,71291996352285
0,005;2000;6;70;3,47;0,280164327097296;2,70681233751153
0,005;3000;6;70;3,47;0,278228342694782;2,72544763786486
0,01;1000;8;70;3,48;0,273258930400064;2,72885432234592
0,01;1500;8;70;3,49;0,272254751223039;2,73924370137685
0,01;1700;8;70;3,48;0,278124796290015;2,71987307815946
0,01;2000;8;70;3,48;0,275326042141748;2,73403572036441
0,01;3000;8;70;3,51;0,269306869644293;2,74508563415934
0,02;1000;8;70;3,49;0,274270090640684;2,72950282787395
0,02;1500;8;70;3,47;0,282678006028941;2,72091351884055
0,02;1700;8;70;3,49;0,277823921428817;2,74625113255697
0,02;2000;8;70;3,53;0,262953802324275;2,76285692550701
0,02;3000;8;70;3,54;0,262199960865887;2,77160394653064
0,05;1000;8;70;3,52;0,267972264760579;2,74871437428903
0,05;1500;8;70;3,51;0,275652218467808;2,76570693235662
0,05;1700;8;70;3,55;0,262349691879337;2,78325239800732
0,05;2000;8;70;3,58;0,256950271496726;2,81045174562037
0,05;3000;8;70;3,56;0,264878905378936;2,79191934648745
0,001;1000;8;70;3,64;0,257154514232008;2,8182593304928
0,001;1500;8;70;3,57;0,261574331125394;2,7705287682544
0,001;1700;8;70;3,56;0,263139012505967;2,75924003484542
0,001;2000;8;70;3,54;0,264103066041921;2,74691074713229
0,001;3000;8;70;3,51;0,268397025935634;2,72480057575647
0,002;1000;8;70;3,54;0,262322323718155;2,74936540295339
0,002;1500;8;70;3,51;0,269724485396221;2,72186624393112
0,002;1700;8;70;3,5;0,271245204093058;2,71899436716908
0,002;2000;8;70;3,49;0,273166713485014;2,71658142181711
0,002;3000;8;70;3,48;0,275212258180143;2,71102795518003
0,005;1000;8;70;3,49;0,271327426602233;2,71868859366855
0,005;1500;8;70;3,48;0,276644895783431;2,71314533029165
0,005;1700;8;70;3,47;0,279780302871104;2,71081118085872
0,005;2000;8;70;3,46;0,281994584503273;2,70757274341164
0,005;3000;8;70;3,47;0,280281877206682;2,71631797484861
0,01;1000;10;70;3,47;0,277758844803224;2,71873494866488
0,01;1500;10;70;3,47;0,279983263445849;2,7162908187728
0,01;1700;10;70;3,49;0,274585456785675;2,7371872287821
0,01;2000;10;70;3,48;0,275336090706579;2,73324935049551
0,01;3000;10;70;3,49;0,27570503380246;2,73691062796999
0,02;1000;10;70;3,49;0,274829469784028;2,73120450931571
0,02;1500;10;70;3,49;0,27740009625137;2,72829631078423
0,02;1700;10;70;3,49;0,275289699565551;2,73265957046086
0,02;2000;10;70;3,5;0,272205015691868;2,74836185302643
0,02;3000;10;70;3,53;0,268502401050191;2,77502236684317
0,05;1000;10;70;3,5;0,274815163279756;2,73770755244167
0,05;1500;10;70;3,56;0,258280635097349;2,77578297425065
0,05;1700;10;70;3,53;0,266954583469196;2,76620043931473
0,05;2000;10;70;3,56;0,264824292998507;2,7670614655918
0,05;3000;10;70;3,65;0,240182604090261;2,85275394345017
0,001;1000;10;70;3,64;0,25769398807218;2,81802851385835
0,001;1500;10;70;3,57;0,261199352451023;2,77148043307573
0,001;1700;10;70;3,56;0,263322742268884;2,7584724032262
0,001;2000;10;70;3,54;0,263553811791535;2,75000609583358
0,001;3000;10;70;3,51;0,268005929126222;2,72675399593392
0,002;1000;10;70;3,54;0,265232499008873;2,74828892845483
