"";"R_GLM";"R_GAM";"R_RF";"R_GBM";"R_ANN";"R_BestMod"
"1";0,381661971804392;0,435950532498673;0,52242066005438;0,571483838252112;0;0
"2";0,416739141763023;0,479779709782747;0,50448177591603;0,568073014780237;0;0
"3";0,423388496219124;0,468934261034483;0,56984741284838;0,547507009229975;0;0
"4";0,399286269758143;0,458643848840486;0,555188028459903;0,563258306376843;0;0
"5";0,366709023583469;0,444515194967959;0,530739010191416;0,52316388114473;0;0
"6";0,378061021838709;0,425912047208891;0,527044921240013;0,539405178585549;0;0
"7";0,432048294115094;0,49632950078099;0,531026314502629;0,567218181255714;0;0
"8";0,432380614153295;0,485184800000721;0,533721511346936;0,511832050927599;0;0
"9";0,375129893712695;0,459265701418245;0,490118863968113;0,587776188313371;0;0
"10";0,399038217772195;0,440364337350368;0,529366353031848;0,54726780975652;0;0
"11";0,432044799003045;0,464973613366818;0,535731652131267;0,539866033796665;0;0
"12";0,412531304892631;0,460628103885989;0,519502603891978;0,564830075627138;0;0
"13";0,392927845290291;0,446526358705971;0,501902699126026;0,565170806387202;0;0
"14";0,320901109794582;0,372446929882492;0,512320730387255;0,528118969056477;0;0
"15";0,367905427472617;0,44654557888283;0,530345014101985;0,55855603822535;0;0
"16";0,369476627285786;0,442939192011283;0,50966383069958;0,550698864327163;0;0
"17";0,376326122777881;0,441099351771955;0,512355912406366;0,519216341069173;0;0
"18";0,38288763584837;0,436106148717995;0,515927928390774;0,547372824458025;0;0
"19";0,406522348453569;0,458539709024765;0,558345915182554;0,574045149327628;0;0
"20";0,407285833431693;0,456228237100776;0,549362630277673;0,560597016191079;0;0
"21";0,426554430933207;0,472862047804922;0,516165070670327;0,531562959721655;0;0
"22";0,421856472921393;0,494296819705919;0,536813440126158;0,557606518205192;0;0
"23";0,429768404457853;0,490719842923296;0,530991904002127;0,569792203167192;0;0
"24";0,385021927385476;0,429708271331903;0,496528654547652;0,56568758576107;0;0
"25";0,38390987200957;0,428284719442871;0,519498923479556;0,566173721789277;0;0
"26";0,387736785766087;0,44026957498185;0,505444074756826;0,5152615099948;0;0
"27";0,375749887447855;0,417021147138436;0,494079031948538;0,533726510172465;0;0
"28";0,426262381522661;0,487607542916427;0,490853501142415;0,599872364946555;0;0
"29";0,414550901060729;0,456032577168966;0,53127293286249;0,585731956419698;0;0
"30";0,373879581837497;0,433038772379707;0,512414400288028;0,522281547809116;0;0
