"Observed";"Predicted"
8;5,299407463075
5;3,75352129628135
5;4,02909108810162
1;3,57150941571165
2,00000000000001;3,25396871925688
4;2,57917575648339
3,00000000000001;3,26594767029129
2,00000000000001;3,91006220657582
2,00000000000001;2,43072533469841
4;3,07385403124619
2,00000000000001;2,48573323449946
2,00000000000001;2,57905719791206
2,00000000000001;2,89640638051692
4;4,02007177003513
3,00000000000001;3,11922125724627
3,00000000000001;3,10693819610187
2,00000000000001;2,03115673793631
4;2,81917346808272
3,00000000000001;2,70457923255283
3,00000000000001;2,76424232611345
3,00000000000001;3,86993464535271
3,00000000000001;2,68043770929619
3,00000000000001;2,51238556459471
3,00000000000001;2,45661316348379
4;2,60077000621774
4;2,44740354350384
4;3,97978919688111
1;2,57159567525521
7;3,26982370364891
3,00000000000001;3,23198565114399
2,00000000000001;4,73712673005864
1;3,49149980739635
2,00000000000001;2,56026503249048
3,00000000000001;2,54765619274686
2,00000000000001;3,19154455104932
3,00000000000001;2,49251472744731
3,00000000000001;2,79717800607451
0;3,34589915193128
2,00000000000001;3,36373505719058
0;2,75628158063191
1;2,75628158063191
5;4,46009608928146
4;4,06570336328902
5;3,43803300790877
6,00000000000001;5,64251931653965
5;2,54601964383451
3,00000000000001;5,12410600286782
7;5,03851159015248
2,00000000000001;2,81215037095833
4;1,3002361776817
4;2,77143359751726
7;2,4705793921853
6,00000000000001;2,02047060427013
1;2,02506327020967
3,00000000000001;2,87824846506982
1;2,86784828629337
1;1,66982102090626
2,00000000000001;2,77657040607503
2,00000000000001;2,4808604513392
3,00000000000001;3,76047378800073
3,00000000000001;3,50513668740745
5;4,0066213618942
4;4,8602966544993
6,00000000000001;4,85542414133744
2,00000000000001;3,85733246098226
5;2,98501969730307
7;3,6511391929632
0;2,90643530632093
6,00000000000001;3,48158377893691
4;5,07749092997002
6,00000000000001;6,63012033742908
8;6,72429047600983
7;6,72429047600983
4;6,26303382838433
5;7,09633195571817
5;6,23930224822699
8;7,09633195571817
9;7,11064225687847
4;6,51311098794582
8;6,66266629283566
10;6,62926239479037
7;6,69974945675589
6,00000000000001;6,40425468678752
8;6,96782325575367
5;6,21979212694765
9;6,72429047600983
10;7,11101212892512
6,00000000000001;7,04649459700219
8;7,04649459700219
9;7,04649459700219
6,00000000000001;7,04649459700219
7;7,04649459700219
7;7,04649459700219
6,00000000000001;7,04649459700219
9;7,04649459700219
8;7,04649459700219
8;7,04649459700219
9;7,04649459700219
6,00000000000001;5,19685398388515
6,00000000000001;4,89862147442357
4;4,45927428932055
4;4,45927428932055
5;4,45927428932055
2,00000000000001;2,26152399147499
2,00000000000001;2,26152399147499
2,00000000000001;2,26152399147499
2,00000000000001;2,26152399147499
5;6,20286198558146
4;6,20286198558146
5;6,20286198558146
6,00000000000001;6,20286198558146
6,00000000000001;6,20286198558146
7;6,20286198558146
9;6,20286198558146
7;6,20286198558146
7;6,20286198558146
9;6,20286198558146
9;6,20286198558146
7;6,20286198558146
7;6,20286198558146
6,00000000000001;6,20286198558146
3,00000000000001;4,04958684852957
3,00000000000001;4,04958684852957
4;4,04958684852957
3,00000000000001;4,04958684852957
4;4,03494547794552
6,00000000000001;3,21653451895299
4;3,28124110546813
2,00000000000001;2,78082233424581
2,00000000000001;2,78082233424581
3,00000000000001;2,78082233424581
4;2,78082233424581
5;4,79334443870357
6,00000000000001;4,79334443870357
6,00000000000001;4,79334443870357
3,00000000000001;4,79334443870357
4;4,79334443870357
3,00000000000001;4,79334443870357
5;4,79334443870357
4;4,79334443870357
3,00000000000001;4,79334443870357
4;4,79334443870357
4;4,79334443870357
4;3,34707097319467
4;5,60919694708732
4;5,60919694708732
2,00000000000001;5,60919694708732
1;5,60919694708732
1;5,60919694708732
4;5,60919694708732
6,00000000000001;5,60919694708732
7;5,60919694708732
6,00000000000001;5,60919694708732
6,00000000000001;5,60919694708732
5;5,60919694708732
6,00000000000001;5,60919694708732
5;5,60919694708732
5;5,60919694708732
6,00000000000001;5,60919694708732
6,00000000000001;5,45875068323794
6,00000000000001;5,45875068323794
6,00000000000001;5,45875068323794
1;2,10705220727938
14;10,8126263724267
10;10,8126263724267
14;10,2461593702535
10;10,5645955059974
12;11,1673612027665
12;11,1673612027665
