ID,Programme,Annee,ID_Site,Protocole,AB_tot,BM_tot,Richesse_tot,CaCO3,gps_x,N,bio3,gps_y,clay,silt,clcm_lvl3,P,bio12
SBT-ENI-TB_505_2019_NA_NA,SBT-ENI-TB,2019,"505",HS,195.833333333333,NA,3,"67,7757263183594",1.81007295977,"1,71963596343994",0.346000003814697,49.1293644841,"26,2","53,4",nial,"47,6666450500488",753.9
SBT-ENI-TB_512_2019_NA_NA,SBT-ENI-TB,2019,"512",HS,183.333333333333,NA,3,"6,41282415390015",2.14495529186,"1,66267848014832",0.341000008583069,48.6518227069,"14,6","60,7",nial,"50,9733276367188",735.5
SBT-ENI-TB_513_2019_NA_NA,SBT-ENI-TB,2019,"513",HS,45.8333333333333,NA,4,"185,701599121094",3.14760358758,"1,6333065032959",0.330999994277954,48.8032158035,"18,5","72,4",nial,"46,9419822692871",730.6
SBT-ENI-TB_523_2019_NA_NA,SBT-ENI-TB,2019,"523",HS,237.5,NA,4,"40,6198310852051",3.46232278672,"1,51919460296631",0.327999997138977,49.0084486391,"19,1","75",nial,"44,2256164550781",780.9
SBT-ENI-TB_9_2019_NA_NA,SBT-ENI-TB,2019,"9",HS,8.33333333333333,NA,1,"79,9120178222656",2.59543110482,"1,48588144779205",0.335999989509583,48.4700861087,"11,3","46,1",nial,"46,5354385375977",684.1
TRAMBIOSOIL_1_2022_NA_NA,TRAMBIOSOIL,2022,"1",HS,250,"110,929166666667",6,"73,9800720214844",2.23456,"1,68824601173401",0.341000008583069,48.71264,"17","42,6",gua,"35,897029876709",699.7
TRAMBIOSOIL_10_2022_NA_NA,TRAMBIOSOIL,2022,"10",HS,520.833333333333,"191,629166666667",6,"38,3417701721191",2.23373,"1,74781811237335",0.341000008583069,48.71965,"16","50,2",gua,"36,3927421569824",698.6
TRAMBIOSOIL_11_2022_NA_NA,TRAMBIOSOIL,2022,"11",HS,241.666666666667,"42,4416666666667",9,"38,3417701721191",2.2333,"1,74781811237335",0.341000008583069,48.72087,"16","50,2",gua,"36,3927421569824",698.6
TRAMBIOSOIL_12_2022_NA_NA,TRAMBIOSOIL,2022,"12",HS,391.666666666667,"111,895833333333",8,"67,4178695678711",2.222483,"1,80795848369598",0.342000007629395,48.708616,"15,3","45,6",gua,"37,89599609375",706.1
TRAMBIOSOIL_13_2022_NA_NA,TRAMBIOSOIL,2022,"13",HS,395.833333333333,"113,504166666667",4,"38,3417701721191",2.23466,"1,74781811237335",0.341000008583069,48.72083,"16","50,2",gua,"36,3927421569824",698.6
TRAMBIOSOIL_14_2022_NA_NA,TRAMBIOSOIL,2022,"14",HS,366.666666666667,"197,329166666667",8,"65,4695358276367",2.23296,"1,67365527153015",0.341000008583069,48.72284,"16","50,2",gua,"39,3080749511719",703.2
TRAMBIOSOIL_15_2022_NA_NA,TRAMBIOSOIL,2022,"15",HS,129.166666666667,"61,0166666666667",8,"68,5342178344727",2.23637,"1,59147799015045",0.341000008583069,48.71938,"16","50,2",gua,"37,9055786132812",698.6
TRAMBIOSOIL_16_2022_NA_NA,TRAMBIOSOIL,2022,"16",HS,658.333333333333,"112,1875",8,"68,5342178344727",2.23936,"1,59147799015045",0.341000008583069,48.71766,"17,9","44,4",gua,"37,9055786132812",698.6
TRAMBIOSOIL_17_2022_NA_NA,TRAMBIOSOIL,2022,"17",HS,600,"120,375",7,"68,5342178344727",2.23841,"1,59147799015045",0.341000008583069,48.71717,"17,9","44,4",gua,"37,9055786132812",698.6
TRAMBIOSOIL_18_2022_NA_NA,TRAMBIOSOIL,2022,"18",HS,520.833333333333,"166,475",5,"68,5342178344727",2.23819,"1,59147799015045",0.341000008583069,48.71785,"17,9","44,4",gua,"37,9055786132812",698.6
TRAMBIOSOIL_19_2022_NA_NA,TRAMBIOSOIL,2022,"19",HS,125,"33,8083333333333",7,"65,4695358276367",2.23093,"1,67365527153015",0.341000008583069,48.7243,"16,6","42,7",gua,"39,3080749511719",703.2
TRAMBIOSOIL_2_2022_NA_NA,TRAMBIOSOIL,2022,"2",HS,120.833333333333,"88,1208333333333",5,"73,9800720214844",2.23559,"1,68824601173401",0.341000008583069,48.71318,"17","42,6",gua,"35,897029876709",699.7
TRAMBIOSOIL_20_2022_NA_NA,TRAMBIOSOIL,2022,"20",HS,170.833333333333,"87,6583333333333",6,"65,4695358276367",2.23201,"1,67365527153015",0.341000008583069,48.72356,"16,6","42,7",gua,"39,3080749511719",703.2
TRAMBIOSOIL_21_2022_NA_NA,TRAMBIOSOIL,2022,"21",HS,220.833333333333,"80,4958333333333",7,"65,4695358276367",2.2318,"1,67365527153015",0.341000008583069,48.72341,"16","50,2",gua,"39,3080749511719",703.2
TRAMBIOSOIL_22_2022_NA_NA,TRAMBIOSOIL,2022,"22",HS,591.666666666667,"183,5875",7,"65,4695358276367",2.2302,"1,67365527153015",0.341000008583069,48.72303,"16","50,2",gua,"39,3080749511719",703.2
TRAMBIOSOIL_25_2022_NA_NA,TRAMBIOSOIL,2022,"25",HS,483.333333333333,"80,3583333333333",5,"67,4178695678711",2.22504,"1,80795848369598",0.342000007629395,48.710132,"15,3","45,6",gua,"37,89599609375",703.5
TRAMBIOSOIL_27_2022_NA_NA,TRAMBIOSOIL,2022,"27",HS,483.333333333333,"166,4",5,"73,9800720214844",2.231953,"1,68824601173401",0.340000009536743,48.707459,"17","42,6",gua,"35,897029876709",705.7
TRAMBIOSOIL_28_2022_NA_NA,TRAMBIOSOIL,2022,"28",HS,475,"204,533333333333",9,"63,8458061218262",2.2235,"1,71910774707794",0.341000008583069,48.72436,"16,8","47,7",gua,"41,5390853881836",706.8
TRAMBIOSOIL_29_2022_NA_NA,TRAMBIOSOIL,2022,"29",HS,150,"30,6791666666667",6,"73,2253112792969",2.193755,"1,82878887653351",0.34300000667572,48.709848,"17,2","50,6",gua,"37,6254425048828",707.6
TRAMBIOSOIL_3_2022_NA_NA,TRAMBIOSOIL,2022,"3",HS,829.166666666667,"248,95",10,"68,5342178344727",2.23689,"1,59147799015045",0.341000008583069,48.71454,"19,2","38,6",gua,"37,9055786132812",699.7
TRAMBIOSOIL_30_2022_NA_NA,TRAMBIOSOIL,2022,"30",HS,162.5,"96,4958333333333",4,"63,8458061218262",2.2242,"1,71910774707794",0.342000007629395,48.72527,"16,8","47,7",gua,"41,5390853881836",708.8
TRAMBIOSOIL_31_2022_NA_NA,TRAMBIOSOIL,2022,"31",HS,187.5,"147,508333333333",6,"73,9800720214844",2.23028,"1,68824601173401",0.342000007629395,48.71219,"17","42,6",gua,"35,897029876709",703.5
TRAMBIOSOIL_32_2022_NA_NA,TRAMBIOSOIL,2022,"32",HS,545.833333333333,"180,9375",9,"23,2778434753418",2.22766,"1,83506143093109",0.342000007629395,48.71414,"15,3","45,6",gua,"36,3303871154785",703.5
TRAMBIOSOIL_33_2022_NA_NA,TRAMBIOSOIL,2022,"33",HS,187.5,"134,541666666667",7,"76,4813003540039",2.197339,"2,0579628944397",0.34300000667572,48.709948,"16,5","51,6",gua,"38,8283386230469",707.6
