"ID";"Programme";"Annee";"ID_Site";"Protocole";"AB_tot";"BM_tot";"Richesse_tot";"CaCO3";"gps_x";"N";"bio3";"gps_y";"clay";"silt";"clcm_lvl3";"P";"bio12"
"AgrHys_102_2018.03_NA_NA";"AgrHys";"2018";"102";"HS_M_16";128;19,6592;4;16,0799083709717;-2,817805674;2,52022814750671;0,367000007629395;48,0129795242;16,9;66,8;"nial";57,599250793457;933,5
"AgrHys_104_2018.03_NA_NA";"AgrHys";"2018";"104";"HS_M_16";53,3333333333333;48,0608;4;29,7879695892334;-2,8472650922;2,54159784317017;0,369000005722046;48,0137923119;18,6;63,6;"nial";57,3389320373535;925,6
"AgrHys_105_2018.03_NA_NA";"AgrHys";"2018";"105";"HS_M_16";26,6666666666667;8,85226666666667;3;19,1863174438477;-2,8433704581;2,75298833847046;0,369000005722046;48,0139861103;19,1;63,2;"nial";59,8461723327637;925,6
"AgrHys_106_2018.03_NA_NA";"AgrHys";"2018";"106";"HS_M_16";64;51,3754666666667;5;19,1863174438477;-2,8394757955;2,75298833847046;0,36800000667572;48,0141797798;19,1;63,2;"nial";59,8461723327637;929
"AgrHys_107_2018.03_NA_NA";"AgrHys";"2018";"107";"HS_M_16";85,3333333333333;25,7370666666667;2;27,8186149597168;-2,8355811044;2,67206048965454;0,36800000667572;48,0143733203;18,9;63,7;"p";57,4967231750488;929
"AgrHys_109_2018.03_NA_NA";"AgrHys";"2018";"109";"HS_M_16";181,333333333333;56,8581333333333;4;35,119815826416;-2,8238968606;2,45643258094788;0,367000007629395;48,0149531685;18,1;63,8;"nial";55,404842376709;933,5
"AgrHys_11_2018.03_NA_NA";"AgrHys";"2018";"11";"HS_M_16";517,333333333333;127,0368;6;30,3254146575928;-2,8165024473;2,64792323112488;0,367000007629395;47,9833728817;17,4;61,7;"p";53,2643966674805;913,1
"AgrHys_110_2018.03_NA_NA";"AgrHys";"2018";"110";"HS_M_16";138,666666666667;34,9664;7;30,9152717590332;-2,8200020558;2,3713071346283;0,367000007629395;48,0151461934;16,9;66,8;"nial";56,9435997009277;933,5
"AgrHys_111_2018.03_NA_NA";"AgrHys";"2018";"111";"HS_M_16";112;74,9258666666667;6;30,9152717590332;-2,8161072227;2,3713071346283;0,36800000667572;48,0153390893;17,1;66,3;"nial";56,9435997009277;934,2
"AgrHys_113_2018.03_NA_NA";"AgrHys";"2018";"113";"HS_M_16";378,666666666667;75,7381333333333;6;14,7177667617798;-2,8494627124;2,79120397567749;0,369000005722046;48,01595843;17,7;66,3;"nial";61,2400436401367;925,6
"AgrHys_114_2018.03_NA_NA";"AgrHys";"2018";"114";"HS_M_16";133,333333333333;83,5893333333333;4;19,1863174438477;-2,845567927;2,75298833847046;0,369000005722046;48,0161523009;18,4;65,5;"nial";59,8461723327637;925,6
"AgrHys_119_2018.03_NA_NA";"AgrHys";"2018";"119";"HS_M_16";192;42,3056;6;35,119815826416;-2,8260935733;2,45643258094788;0,36800000667572;48,0171197213;17,9;64,5;"nial";55,404842376709;935,4
"AgrHys_121_2018.03_NA_NA";"AgrHys";"2018";"121";"HS_M_16";202,666666666667;47,9477333333333;5;30,9152717590332;-2,8183036329;2,3713071346283;0,36800000667572;48,017505787;17,1;66,3;"nial";56,9435997009277;936,8
"AgrHys_122_2018.03_NA_NA";"AgrHys";"2018";"122";"HS_M_16";552;188,868;6;11,4860076904297;-2,8555554202;2,73763465881348;0,36800000667572;48,0179304319;17,6;63,1;"p";54,5700492858887;927
"AgrHys_125_2018.03_NA_NA";"AgrHys";"2018";"125";"HS_M_16";741,333333333333;134,18048;7;19,1863174438477;-2,8438706106;2,75298833847046;0,367000007629395;48,0185122618;18,4;65,5;"nial";59,8461723327637;930
"AgrHys_126_2018.03_NA_NA";"AgrHys";"2018";"126";"HS_M_16";37,3333333333333;28,2944;3;19,1863174438477;-2,8399756171;2,75298833847046;0,36800000667572;48,0187059473;18,4;65,5;"p";59,8461723327637;933,2
"AgrHys_130_2018.03_NA_NA";"AgrHys";"2018";"130";"HS_M_16";58,6666666666667;18,8026666666667;3;35,119815826416;-2,8228889348;2,45643258094788;0,36800000667572;48,0192582385;17,9;64,5;"nial";55,404842376709;936,8
"AgrHys_132_2018.03_NA_NA";"AgrHys";"2018";"132";"HS_M_16";21,3333333333333;12,2666666666667;2;30,9152717590332;-2,8166050586;2,3713071346283;0,36800000667572;48,0198653526;17,1;66,3;"nial";56,9435997009277;936,6
"AgrHys_134_2018.03_NA_NA";"AgrHys";"2018";"134";"HS_M_16";560;84,4613333333333;5;19,1863174438477;-2,8460682878;2,75298833847046;0,367000007629395;48,0206784368;18,4;65,5;"p";59,8461723327637;930
"AgrHys_135_2018.03_NA_NA";"AgrHys";"2018";"135";"HS_M_16";90,6666666666667;33,6074666666667;5;19,1863174438477;-2,842173143;2,75298833847046;0,367000007629395;48,0208721948;18,4;65,5;"p";59,8461723327637;930
"AgrHys_137_2018.03_NA_NA";"AgrHys";"2018";"137";"HS_M_16";96;39,9866666666667;5;27,8186149597168;-2,8304926988;2,67206048965454;0,36800000667572;48,0214994996;18,5;64,5;"nial";57,4967231750488;935,4
"AgrHys_138_2018.03_NA_NA";"AgrHys";"2018";"138";"HS_M_16";16;3,808;1;35,119815826416;-2,8266215836;2,45643258094788;0,36800000667572;48,0216279488;17,9;64,5;"nial";55,404842376709;935,4
"AgrHys_141_2018.03_NA_NA";"AgrHys";"2018";"141";"HS_M_16";149,333333333333;53,0501333333333;4;18,6375427246094;-2,8445252562;2,62004542350769;0,367000007629395;48,0230307173;18,4;65,5;"nial";59,9547538757324;930
"AgrHys_142_2018.03_NA_NA";"AgrHys";"2018";"142";"HS_M_16";261,333333333333;86,9909333333333;4;18,6375427246094;-2,8404755241;2,62004542350769;0,36800000667572;48,0232320996;18,4;65,5;"nial";59,9547538757324;933,2
"AgrHys_143_2018.03_NA_NA";"AgrHys";"2018";"143";"HS_M_16";16;1,3728;1;19,6753768920898;-2,8365801711;2,63322782516479;0,36800000667572;48,0234256722;18,5;64,5;"nial";58,5335845947266;933,2
"AgrHys_144_2018.03_NA_NA";"AgrHys";"2018";"144";"HS_M_16";21,3333333333333;5,53813333333333;2;19,6753768920898;-2,8326288467;2,63322782516479;0,36800000667572;48,0239272954;17,7;66,9;"nial";58,5335845947266;935,4
"AgrHys_145_2018.03_NA_NA";"AgrHys";"2018";"145";"HS_M_16";128;45,696;4;19,1039657592773;-2,8287417458;2,62603759765625;0,36800000667572;48,0236159141;17,3;67,3;"nial";57,7100677490234;935,4
"AgrHys_147_2018.03_NA_NA";"AgrHys";"2018";"147";"HS_M_16";138,666666666667;39,0490666666667;4;18,6375427246094;-2,838777754;2,62004542350769;0,369000005722046;48,0255919765;17,9;66,1;"nial";59,9547538757324;935,8
"AgrHys_153_2018.03_NA_NA";"AgrHys";"2018";"153";"HS_M_16";213,333333333333;181,085866666667;9;18,656909942627;-2,8204969401;2,96823000907898;0,370000004768372;48,0036642512;17;64,6;"p";53,8144721984863;928
"AgrHys_154_2018.03_NA_NA";"AgrHys";"2018";"154";"HS_M_16";48;14,0944;1;30,8125438690186;-2,8427763282;2,57109260559082;0,369000005722046;48,0096092826;19,1;63,2;"nial";56,6787757873535;925,6
"AgrHys_155_2018.03_NA_NA";"AgrHys";"2018";"155";"HS_M_16";90,6666666666667;28,3216;3;35,119815826416;-2,8276466111;2,45643258094788;0,36800000667572;48,0148753009;18,1;63,8;"nial";55,404842376709;931,9
"AgrHys_156_2018.03_NA_NA";"AgrHys";"2018";"156";"HS_M_16";501,333333333333;103,853333333333;6;27,8186149597168;-2,8383762379;2,67206048965454;0,36800000667572;48,0209876299;18,5;64,5;"p";57,4967231750488;933,2
"AgrHys_159_2018.03_NA_NA";"AgrHys";"2018";"159";"HS_M_16";389,333333333333;132,249066666667;8;16,0799083709717;-2,8172547624;2,52022814750671;0,370000004768372;48,008178072;16,9;66,8;"p";57,599250793457;928
"AgrHys_160_2018.03_NA_NA";"AgrHys";"2018";"160";"HS_M_16";581,333333333333;138,8688;5;19,1863174438477;-2,8458831893;2,75298833847046;0,367000007629395;48,0207151787;18,4;65,5;"p";59,8461723327637;930
"AgrHys_162_2018.03_NA_NA";"AgrHys";"2018";"162";"HS_M_16";101,333333333333;72,2346666666667;3;14,7177667617798;-2,8476467195;2,79120397567749;0,367000007629395;48,0219616592;17,7;66,3;"nial";61,2400436401367;930
"AgrHys_163_2018.03_NA_NA";"AgrHys";"2018";"163";"HS_M_16";629,333333333333;202,1712;7;27,8186149597168;-2,8381282616;2,67206048965454;0,36800000667572;48,0208419103;18,5;64,5;"p";57,4967231750488;933,2
"AgrHys_167_2018.03_NA_NA";"AgrHys";"2018";"167";"HS_M_16";154,666666666667;33,9557333333333;4;27,8186149597168;-2,8310933309;2,67206048965454;0,36800000667572;48,0221886921;18,5;64,5;"nial";57,4967231750488;935,4
"AgrHys_170_2018.03_NA_NA";"AgrHys";"2018";"170";"HS_M_16";48;121,2464;2;19,6753768920898;-2,8385296962;2,63322782516479;0,36800000667572;48,0240605806;17,9;66,1;"nial";58,5335845947266;933,2
"AgrHys_171_2018.03_NA_NA";"AgrHys";"2018";"171";"HS_M_16";341,333333333333;68,3408;5;30,8125438690186;-2,8390984091;2,57109260559082;0,36800000667572;48,0059374128;18,5;61,5;"nial";56,6787757873535;922,7
"AgrHys_172_2018.03_NA_NA";"AgrHys";"2018";"172";"HS_M_16";74,6666666666667;45,9968;4;16,0799083709717;-2,8173402024;2,52022814750671;0,367000007629395;48,012768649;16,9;66,8;"nial";57,599250793457;933,5
"AgrHys_174_2018.03_NA_NA";"AgrHys";"2018";"174";"HS_M_16";186,666666666667;106,8768;3;16,0799083709717;-2,81485785;2,52022814750671;0,36800000667572;48,0082757949;16,9;66,8;"p";57,599250793457;934,2
"AgrHys_176_2018.03_NA_NA";"AgrHys";"2018";"176";"HS_M_16";128;26,6896;4;14,7177667617798;-2,8537201915;2,79120397567749;0,369000005722046;48,0148358669;18,6;63,6;"nial";61,2400436401367;922,1
"AgrHys_177_2018.03_NA_NA";"AgrHys";"2018";"177";"HS_M_16";186,666666666667;43,7568;4;35,119815826416;-2,8263348584;2,45643258094788;0,36800000667572;48,0169881398;17,9;64,5;"nial";55,404842376709;935,4
"AgrHys_183_2018.03_NA_NA";"AgrHys";"2018";"183";"HS_M_16";346,666666666667;71,1242666666667;5;14,7177667617798;-2,8488042996;2,79120397567749;0,369000005722046;48,0163828608;17,7;66,3;"nial";61,2400436401367;925,6
"AgrHys_184_2018.03_NA_NA";"AgrHys";"2018";"184";"HS_M_16";58,6666666666667;100,3232;3;19,1863174438477;-2,8434686299;2,75298833847046;0,367000007629395;48,0216954043;18,4;65,5;"p";59,8461723327637;930
"AgrHys_186_2018.03_NA_NA";"AgrHys";"2018";"186";"HS_M_16";256;92,4533333333333;7;19,1863174438477;-2,8444720317;2,75298833847046;0,367000007629395;48,0170978186;18,4;65,5;"nial";59,8461723327637;930
"AgrHys_192_2018.03_NA_NA";"AgrHys";"2018";"192";"HS_M_16";453,333333333333;103,913066666667;5;40,7883415222168;-2,8310080624;2,65041661262512;0,36800000667572;48,0044806654;18,4;63,1;"p";50,913215637207;926,1
"AgrHys_196_2018.03_NA_NA";"AgrHys";"2018";"196";"HS_M_16";32;14,952;2;19,6753768920898;-2,8340124484;2,63322782516479;0,36800000667572;48,0223709275;18,5;64,5;"nial";58,5335845947266;933,2
"AgrHys_197_2018.03_NA_NA";"AgrHys";"2018";"197";"HS_M_16";149,333333333333;27,3093333333333;4;14,7177667617798;-2,8531214849;2,79120397567749;0,369000005722046;48,0148327944;18,6;63,6;"nial";61,2400436401367;922,1
"AgrHys_204_2018.03_NA_NA";"AgrHys";"2018";"204";"HS_M_16";266,666666666667;92,5818666666667;5;35,119815826416;-2,8294065992;2,45643258094788;0,36800000667572;48,0148121377;18,1;63,8;"nial";55,404842376709;931,9
"AgrHys_28_2018.03_NA_NA";"AgrHys";"2018";"28";"HS_M_16";176;64,9024;7;44,3518676757812;-2,8192101549;2,61999464035034;0,36800000667572;47,990155111;17,4;61,7;"p";52,0985450744629;912
"AgrHys_54_2018.03_NA_NA";"AgrHys";"2018";"54";"HS_M_16";592;154,370133333333;6;40,7883415222168;-2,835780329;2,65041661262512;0,36800000667572;47,9984348329;17,5;60,3;"p";50,913215637207;915,1
"AgrHys_55_2018.03_NA_NA";"AgrHys";"2018";"55";"HS_M_16";136;63,1344;4;40,7883415222168;-2,8318867816;2,65041661262512;0,36800000667572;47,9986282531;18,4;63,1;"nial";50,913215637207;918,3
"AgrHys_59_2018.03_NA_NA";"AgrHys";"2018";"59";"HS_M_16";128;112,033066666667;6;18,656909942627;-2,8163123077;2,96823000907898;0,36800000667572;47,9994006451;17;64,6;"p";53,8144721984863;921,5
"AgrHys_62_2018.03_NA_NA";"AgrHys";"2018";"62";"HS_M_16";432;72,1610666666667;4;40,7883415222168;-2,8340831443;2,65041661262512;0,36800000667572;48,0007946792;18,4;63,1;"nial";50,913215637207;922,7
"AgrHys_64_2018.03_NA_NA";"AgrHys";"2018";"64";"HS_M_16";106,666666666667;50,7232;5;38,7139587402344;-2,8224018779;2,6889979839325;0,370000004768372;48,0013743838;18;63,3;"p";50,6742477416992;928
"AgrHys_65_2018.03_NA_NA";"AgrHys";"2018";"65";"HS_M_16";170,666666666667;84,4538666666667;6;18,656909942627;-2,8185080657;2,96823000907898;0,370000004768372;48,0015673609;17;64,6;"p";53,8144721984863;928
"AgrHys_66_2018.03_NA_NA";"AgrHys";"2018";"66";"HS_M_16";58,6666666666667;46,9061333333333;2;18,656909942627;-2,8146142251;2,96823000907898;0,36800000667572;48,0017602091;17;64,6;"p";53,8144721984863;928,6
"AgrHys_67_2018.03_NA_NA";"AgrHys";"2018";"67";"HS_M_16";128;29,2218666666667;5;40,7883415222168;-2,8362796865;2,65041661262512;0,36800000667572;48,0029610613;18,4;63,1;"nial";50,913215637207;922,7
"AgrHys_68_2018.03_NA_NA";"AgrHys";"2018";"68";"HS_M_16";421,333333333333;99,0069333333333;4;40,7883415222168;-2,8323858083;2,65041661262512;0,36800000667572;48,0031544975;18,4;63,1;"nial";50,913215637207;926,1
"AgrHys_70_2018.03_NA_NA";"AgrHys";"2018";"70";"HS_M_16";80;36,0224;3;38,7139587402344;-2,8245979666;2,6889979839325;0,370000004768372;48,0035409831;18;63,3;"nial";50,6742477416992;928
"AgrHys_71_2018.03_NA_NA";"AgrHys";"2018";"71";"HS_M_16";234,666666666667;137,113066666667;6;18,656909942627;-2,8168100114;2,96823000907898;0,370000004768372;48,0039269533;17;64,6;"p";53,8144721984863;928
"AgrHys_72_2018.03_NA_NA";"AgrHys";"2018";"72";"HS_M_16";410,666666666667;84,6592;6;40,7883415222168;-2,8384764084;2,65041661262512;0,36800000667572;48,0051273994;18,4;63,1;"nial";50,913215637207;922,7
"AgrHys_73_2018.03_NA_NA";"AgrHys";"2018";"73";"HS_M_16";432;83,1728;8;40,7883415222168;-2,834582379;2,65041661262512;0,36800000667572;48,005320908;18,4;63,1;"nial";50,913215637207;922,7
"AgrHys_75_2018.03_NA_NA";"AgrHys";"2018";"75";"HS_M_16";464;71,9213333333333;6;15,8576784133911;-2,8267942349;2,55359959602356;0,36800000667572;48,0057075386;18;63,3;"p";54,8640518188477;926,1
"AgrHys_76_2018.03_NA_NA";"AgrHys";"2018";"76";"HS_M_16";213,333333333333;131,558933333333;5;15,8576784133911;-2,8229001203;2,55359959602356;0,370000004768372;48,0059006605;18;63,3;"p";54,8640518188477;928
"AgrHys_77_2018.03_NA_NA";"AgrHys";"2018";"77";"HS_M_16";202,666666666667;125,098133333333;7;16,0799083709717;-2,8190059773;2,52022814750671;0,370000004768372;48,0060936535;17;64,6;"p";57,599250793457;928
"AgrHys_78_2018.03_NA_NA";"AgrHys";"2018";"78";"HS_M_16";112;45,9776;3;30,8125438690186;-2,8406733099;2,57109260559082;0,36800000667572;48,0072936935;19,1;63,2;"nial";56,6787757873535;922,7
"AgrHys_79_2018.03_NA_NA";"AgrHys";"2018";"79";"HS_M_16";138,666666666667;52,5322666666667;5;28,2347602844238;-2,8367791293;2,56460857391357;0,36800000667572;48,0074872745;18,9;63,7;"nial";53,4022674560547;922,7
"AgrHys_80_2018.03_NA_NA";"AgrHys";"2018";"80";"HS_M_16";186,666666666667;40,8624;7;28,2347602844238;-2,8331285099;2,56460857391357;0,36800000667572;48,0076686297;18,9;63,7;"nial";53,4022674560547;926,1
"AgrHys_81_2018.03_NA_NA";"AgrHys";"2018";"81";"HS_M_16";112;26,6357333333333;4;15,8576784133911;-2,8289906828;2,55359959602356;0,36800000667572;48,0078740499;18,1;63,8;"nial";54,8640518188477;926,1
"AgrHys_82_2018.03_NA_NA";"AgrHys";"2018";"82";"HS_M_16";336;57,9061333333333;5;15,8576784133911;-2,825096417;2,55359959602356;0,370000004768372;48,0080672442;18,1;63,8;"p";54,8640518188477;928
"AgrHys_83_2018.03_NA_NA";"AgrHys";"2018";"83";"HS_M_16";250,666666666667;73,0628266666667;5;16,0799083709717;-2,8212021228;2,52022814750671;0,367000007629395;48,0082603097;16,9;66,8;"p";57,599250793457;933,5
"AgrHys_85_2018.03_NA_NA";"AgrHys";"2018";"85";"HS_M_16";80;24,7792;2;30,8125438690186;-2,8468049894;2,57109260559082;0,369000005722046;48,0093282507;19,1;63,2;"nial";56,6787757873535;925,6
"AgrHys_86_2018.03_NA_NA";"AgrHys";"2018";"86";"HS_M_16";192;47,0304;6;30,8125438690186;-2,8389760593;2,57109260559082;0,36800000667572;48,0096535971;19,1;63,2;"nial";56,6787757873535;929
"AgrHys_87_2018.03_NA_NA";"AgrHys";"2018";"87";"HS_M_16";261,333333333333;121,142933333333;4;28,2347602844238;-2,835081699;2,56460857391357;0,36800000667572;48,0098471217;18,9;63,7;"p";53,4022674560547;929
"AgrHys_88_2018.03_NA_NA";"AgrHys";"2018";"88";"HS_M_16";245,333333333333;25,8208;3;28,2347602844238;-2,8306984089;2,56460857391357;0,36800000667572;48,0100800972;18,9;63,7;"p";53,4022674560547;931,9
"AgrHys_89_2018.03_NA_NA";"AgrHys";"2018";"89";"HS_M_16";213,333333333333;103,102933333333;5;15,8576784133911;-2,8272928933;2,55359959602356;0,36800000667572;48,0102337841;18,1;63,8;"nial";54,8640518188477;931,9
"AgrHys_91_2018.03_NA_NA";"AgrHys";"2018";"91";"HS_M_16";192;54,9962666666667;5;16,0799083709717;-2,819503974;2,52022814750671;0,367000007629395;48,0106199309;16,9;66,8;"nial";57,599250793457;933,5
"AgrHys_92_2018.03_NA_NA";"AgrHys";"2018";"92";"HS_M_16";90,6666666666667;58,7066666666667;5;16,0799083709717;-2,8156094718;2,52022814750671;0,36800000667572;48,010812811;16,9;66,8;"nial";57,599250793457;934,2
"AgrHys_93_2018.03_NA_NA";"AgrHys";"2018";"93";"HS_M_16";96;21,8138666666667;2;29,7879695892334;-2,8528565322;2,54159784317017;0,369000005722046;48,0112383112;18,6;63,6;"nial";57,3389320373535;922,1
"AgrHys_94_2018.03_NA_NA";"AgrHys";"2018";"94";"HS_M_16";149,333333333333;18,6346666666667;4;29,7879695892334;-2,8489621062;2,54159784317017;0,369000005722046;48,0114322949;18,6;63,6;"nial";57,3389320373535;925,6
"AgrHys_95_2018.03_NA_NA";"AgrHys";"2018";"95";"HS_M_16";357,333333333333;78,8213333333333;6;30,8125438690186;-2,845068043;2,57109260559082;0,369000005722046;48,0116103726;19,1;63,2;"p";56,6787757873535;925,6
"AgrHys_96_2018.03_NA_NA";"AgrHys";"2018";"96";"HS_M_16";90,6666666666667;8,424;3;30,8125438690186;-2,8411731688;2,57109260559082;0,36800000667572;48,0118198757;19,1;63,2;"nial";56,6787757873535;929
"AgrHys_97_2018.03_NA_NA";"AgrHys";"2018";"97";"HS_M_16";42,6666666666667;6,80426666666667;1;28,2347602844238;-2,8372786574;2,56460857391357;0,36800000667572;48,0120134727;18,9;63,7;"nial";53,4022674560547;929
"AgrHys_98_2018.03_NA_NA";"AgrHys";"2018";"98";"HS_M_16";298,666666666667;181,6448;8;28,2347602844238;-2,8333841176;2,56460857391357;0,36800000667572;48,0122069408;18,9;63,7;"p";53,4022674560547;931,9
"AgrHys_99_2018.03_NA_NA";"AgrHys";"2018";"99";"HS_M_16";112;27,3376;4;15,8576784133911;-2,8294895493;2,55359959602356;0,36800000667572;48,01240028;18,1;63,8;"nial";54,8640518188477;931,9
"AgrInnov_P005_2013_NA_NA";"AgrInnov";"2013";"P005";"HS";208,333333333333;146,1525;7;3,96333622932434;-0,661335814506088;2,14816665649414;0,35699999332428;47,6203506000782;15;48,7;"nial";35,4446296691895;681,4
"AgrInnov_P006_2013_NA_NA";"AgrInnov";"2013";"P006";"HS";91,6666666666667;69,1141666666667;5;1,28238213062286;-0,760836412513686;2,36112236976624;0,357999992370605;47,6969394468125;17;45,7;"nial";37,0059204101562;721,1
"AgrInnov_P007_2013_NA_NA";"AgrInnov";"2013";"P007";"HS";316,666666666667;215,220833333333;7;5,08646297454834;-0,75416761971787;1,95771336555481;0,355999994277954;47,6900582426856;16,3;45,2;"nial";35,0552406311035;716,1
"AgrInnov_P008_2013_NA_NA";"AgrInnov";"2013";"P008";"HS";616,666666666667;187,6675;9;49,471996307373;-0,921951896667073;2,30540776252747;0,358999991416931;47,9477628176492;14,7;61,6;"nial";41,5766334533691;780,2
