"Richesse_tot";"gps_x";"bio4";"bio7";"CaCO3";"pH";"gps_y";"elevation";"bio18";"CEC";"P";"N";"bio15";"hurs_mean";"bio13";"bio10";"bio16";"gdd10";"bio5";"PET";"clcm_lvl3mf";"clcm_lvl3gua";"clcm_lvl3ng";"clcm_lvl3nial";"clcm_lvl3p";"clcm_lvl3v"
6;-2,858033;3,985;16,9;0,0169091019779444;6;48,5404;90,7926788330078;154,7;10,2914867401123;51,1475372314453;1,90736627578735;22,4;651,2;94,1;16,2500000000001;266,5;857,9;20,35;738,5;0;0;0;1;0;0
6;-2,86;3,946;16,6;3,11795687675476;5,9;48,55;91,8583984375;152,4;11,5970067977905;51,9052925109863;2,07072710990906;22,8;649,1;93,8;16,35;265,3;871,2;20,2500000000001;732,9;0;0;0;0;1;0
5;-2,863117;4,013;17,2;6,85322284698486;6,1;48,520467;91,8583984375;158,5;8,77361869812012;56,198974609375;2,8772075176239;22,1;653,4;95,7;16,2500000000001;270,8;844,1;20,45;743;0;0;0;1;0;0
7;-2,863117;4,013;17,2;6,85322284698486;6,1;48,520467;91,8583984375;158,5;8,77361869812012;56,198974609375;2,8772075176239;22,1;653,4;95,7;16,2500000000001;270,8;844,1;20,45;743;0;0;0;1;0;0
5;-2,863117;4,013;17,2;6,85322284698486;6,1;48,520467;91,8583984375;158,5;8,77361869812012;56,198974609375;2,8772075176239;22,1;653,4;95,7;16,2500000000001;270,8;844,1;20,45;743;0;0;0;1;0;0
7;-2,863117;4,013;17,2;6,85322284698486;6,1;48,520467;91,8583984375;158,5;8,77361869812012;56,198974609375;2,8772075176239;22,1;653,4;95,7;16,2500000000001;270,8;844,1;20,45;743;0;0;0;1;0;0
7;-2,863117;4,013;17,2;6,85322284698486;6,1;48,520467;91,8583984375;158,5;8,77361869812012;56,198974609375;2,8772075176239;22,1;653,4;95,7;16,2500000000001;270,8;844,1;20,45;743;0;0;0;1;0;0
10;-2,657967;4,198;18,1;16,6282367706299;6,3;48,458167;71,0759963989258;135,3;8,97944831848145;48,8777847290039;2,40527677536011;20,4;639,3;80,4;16,7500000000001;232,9;947,3;21,35;742,2;0;0;0;0;1;0
5;-2,657967;4,198;18,1;16,6282367706299;6,3;48,458167;71,0759963989258;135,3;8,97944831848145;48,8777847290039;2,40527677536011;20,4;639,3;80,4;16,7500000000001;232,9;947,3;21,35;742,2;0;0;0;1;0;0
7;-2,657967;4,198;18,1;16,6282367706299;6,3;48,458167;71,0759963989258;135,3;8,97944831848145;48,8777847290039;2,40527677536011;20,4;639,3;80,4;16,7500000000001;232,9;947,3;21,35;742,2;0;0;0;1;0;0
6;-2,657967;4,198;18,1;16,6282367706299;6,3;48,458167;71,0759963989258;135,3;8,97944831848145;48,8777847290039;2,40527677536011;20,4;639,3;80,4;16,7500000000001;232,9;947,3;21,35;742,2;0;0;0;1;0;0
3;2,195;5,45;22,2;35,1046295166016;7,3;48,721;120,938705444336;178,3;14,7724800109863;46,2085075378418;1,54810214042664;11,4;632,1;71,7;17,95;196,1;1039,5;23,05;741,8;0;1;0;0;0;0
7;2,208;5,448;22,2;35,330997467041;7,2;48,719;119,850746154785;178,2;14,6498975753784;42,4989776611328;1,60410571098328;11,4;631,7;71,5;17,95;195,8;1040,6;23,05;744;0;1;0;0;0;0
5;2,193;5,45;22,2;25,3355560302734;7,3;48,722;120,938705444336;178,3;14,4803142547607;47,5107231140137;1,57556927204132;11,4;632,1;71,7;17,95;196,1;1039,5;23,05;741,8;0;0;0;1;0;0
7;1,997;5,356;22,1;7,37327432632446;6,3;48,784;147,049819946289;178,1;12,2085227966309;44,363826751709;1,96294581890106;12,5;640,4;75,5;17,7500000000001;202,5;999,9;22,85;759,4;0;1;0;0;0;0
8;1,998;5,356;22,1;7,37327432632446;6,3;48,785;147,049819946289;178,1;12,2085227966309;44,363826751709;1,96294581890106;12,5;640,4;75,5;17,7500000000001;202,5;999,9;22,85;759,4;0;1;0;0;0;0
8;2,207;5,448;22,2;35,330997467041;7,2;48,718;119,850746154785;178,2;14,6498975753784;42,4989776611328;1,60410571098328;11,4;631,7;71,5;17,95;195,8;1040,6;23,05;744;0;1;0;0;0;0
9;1,965;5,36;22,1;15,6446800231934;7;48,767;149,115997314453;174,8;12,7358894348145;41,3931427001953;1,9361332654953;12,6;639,6;74,4;17,7500000000001;199,5;996,7;22,85;643,5;0;1;0;0;0;0
6;1,998;5,356;22,1;7,37327432632446;6,3;48,785;147,049819946289;178,1;12,2085227966309;44,363826751709;1,96294581890106;12,5;640,4;75,5;17,7500000000001;202,5;999,9;22,85;759,4;0;1;0;0;0;0
7;1,998;5,356;22,1;7,37327432632446;6,3;48,785;147,049819946289;178,1;12,2085227966309;44,363826751709;1,96294581890106;12,5;640,4;75,5;17,7500000000001;202,5;999,9;22,85;759,4;0;1;0;0;0;0
7;2,071;5,393;22,2;11,3702116012573;6,9;48,755;137,258148193359;178,5;10,0731086730957;41,3218383789062;1,92798888683319;12;636,4;74,2;17,85;200,5;1015,6;22,95;682;0;1;0;0;0;0
6;2,073;5,387;22,2;20,5783348083496;6,9;48,759;137,258148193359;179,5;11,9552736282349;41,8328704833984;1,72340416908264;12,1;637,3;74,7;17,85;201,7;1015,6;22,95;640,3;0;1;0;0;0;0
7;2,05;5,381;22,1;27,1461868286133;6,8;48,779;139,43408203125;178,6;12,7423753738403;45,0272941589355;1,68340516090393;12,3;638,4;74,8;17,85;201,6;1015,4;22,95;644,8;0;1;0;0;0;0
9;2,033;5,381;22,1;13,6473798751831;6;48,756;142,697967529297;178,3;12,2983818054199;39,3463821411133;1,98107957839966;12,2;638,5;74,8;17,85;201,5;1015,4;22,95;694,7;0;1;0;0;0;0
7;2,033;5,381;22,1;13,6473798751831;6;48,756;142,697967529297;178,3;12,2983818054199;39,3463821411133;1,98107957839966;12,2;638,5;74,8;17,85;201,5;1015,4;22,95;694,7;0;1;0;0;0;0
10;2,048;5,381;22;27,1461868286133;7;48,779;140,522033691406;178,8;12,7423753738403;45,0272941589355;1,68340516090393;12,3;638,9;75;17,85;202;1015,4;22,85;636,1;0;1;0;0;0;0
6;5,37471771240234;5,755;23,4;208,802444458008;7,9;43,3556791081445;255,694000244141;70,4;16,7896747589111;20,5387706756592;1,80690860748291;43,2;581,9;86,9;22,55;235,9;2014;27,2500000000001;925,8;0;1;0;0;0;0
4;5,47523215413094;5,498;21,5;189,450286865234;7,5;43,3047023686515;255,694000244141;73,7;16,2470321655273;24,703857421875;1,44346785545349;43,8;590,2;89,6;22,15;258;1951,2;26,15;944,3;0;1;0;0;0;0
4;5,47467157244682;5,484;21,4;189,450286865234;7,6;43,3043738818277;255,694000244141;73,1;16,2470321655273;24,703857421875;1,44346785545349;43,8;588,3;89,4;22,05;256,3;1937,1;26,05;945,8;0;1;0;0;0;0
2;5,47561034560204;5,498;21,5;189,450286865234;7,5;43,3044139076281;255,694000244141;73,7;16,2470321655273;24,703857421875;1,44346785545349;43,8;590,2;89,6;22,15;258;1951,2;26,15;944,3;0;1;0;0;0;0
3;5,47592550516129;5,498;21,5;189,450286865234;7,5;43,3043007311589;255,694000244141;73,7;16,2470321655273;24,703857421875;1,44346785545349;43,8;590,2;89,6;22,15;258;1951,2;26,15;944,3;0;1;0;0;0;0
2;5,47515034675598;5,498;21,5;189,450286865234;7,5;43,304662343041;255,694000244141;73,7;16,2470321655273;24,703857421875;1,44346785545349;43,8;590,2;89,6;22,15;258;1951,2;26,15;944,3;0;1;0;0;0;0
3;5,47559693455696;5,498;21,5;189,450286865234;7,5;43,3047934613219;255,694000244141;73,7;16,2470321655273;24,703857421875;1,44346785545349;43,8;590,2;89,6;22,15;258;1951,2;26,15;944,3;0;1;0;0;0;0
3;5,47545477747917;5,498;21,5;189,450286865234;7,5;43,3043255747921;255,694000244141;73,7;16,2470321655273;24,703857421875;1,44346785545349;43,8;590,2;89,6;22,15;258;1951,2;26,15;944,3;0;1;0;0;0;0
4;-1,53166271746159;4,914;20,9;55,5812873840332;7,4;47,1911431291021;50,6980018615723;138;12,9187431335449;37,417594909668;1,54160630702972;27,1;626,5;101,7;18,65;291,3;1235;23,65;700,9;0;1;0;0;0;0
3;-1,53187394142151;4,914;20,9;55,5812873840332;7,4;47,1910574205718;50,6980018615723;138;12,9187431335449;37,417594909668;1,54160630702972;27,1;626,5;101,7;18,65;291,3;1235;23,65;700,9;0;1;0;0;0;0
1;-1,53077758848667;4,914;20,9;55,5812873840332;7,4;47,1908254268634;50,6980018615723;138;12,9187431335449;37,417594909668;1,54160630702972;27,1;626,5;101,7;18,65;291,3;1235;23,65;700,9;0;1;0;0;0;0
5;-1,60134315490723;4,871;20,6;50,177059173584;6,5;47,2188248946863;50,6980018615723;140,4;10,7652158737183;39,9137191772461;1,66843807697296;27,4;630,1;104,6;18,45;299,7;1198,3;23,35;692;0;1;0;0;0;0
4;-1,60145111382008;4,871;20,6;50,177059173584;6,5;47,2181209014738;50,6980018615723;140,4;10,7652158737183;39,9137191772461;1,66843807697296;27,4;630,1;104,6;18,45;299,7;1198,3;23,35;692;0;1;0;0;0;0
2;-1,60080268979073;4,871;20,6;50,177059173584;6,5;47,217845227294;50,6980018615723;140,4;10,7652158737183;39,9137191772461;1,66843807697296;27,4;630,1;104,6;18,45;299,7;1198,3;23,35;692;0;1;0;0;0;0
4;-1,60114467144012;4,871;20,6;50,177059173584;6,5;47,2192171430252;50,6980018615723;140,4;10,7652158737183;39,9137191772461;1,66843807697296;27,4;630,1;104,6;18,45;299,7;1198,3;23,35;692;0;1;0;0;0;0
3;-1,60059615969658;4,871;20,6;50,177059173584;6,5;47,2193665702005;50,6980018615723;140,4;10,7652158737183;39,9137191772461;1,66843807697296;27,4;630,1;104,6;18,45;299,7;1198,3;23,35;692;0;1;0;0;0;0
6;-1,49892836809158;4,922;20,9;47,4568901062012;7,5;47,2442351724208;50,6980018615723;133,6;13,6554527282715;41,9383163452148;1,6538211107254;26,9;624,8;98,6;18,55;280,9;1228,3;23,65;727,2;0;1;0;0;0;0
8;-1,49770528078079;4,922;20,9;47,4568901062012;7,5;47,2447476184923;50,6980018615723;133,6;13,6554527282715;41,9383163452148;1,6538211107254;26,9;624,8;98,6;18,55;280,9;1228,3;23,65;727,2;0;1;0;0;0;0
1;-1,57477855682373;4,895;20,7;18,7025184631348;6,4;47,26712302804;50,6980018615723;138,8;9,83107471466064;38,7246055603027;2,03138303756714;27,3;630,1;103,6;18,45;295,6;1207,7;23,45;752;0;1;0;0;0;0
2;-1,57459080219269;4,895;20,7;18,7025184631348;6,4;47,266726629702;50,6980018615723;138,8;9,83107471466064;38,7246055603027;2,03138303756714;27,3;630,1;103,6;18,45;295,6;1207,7;23,45;752;0;1;0;0;0;0
2;-1,57387465238571;4,895;20,7;18,7025184631348;6,4;47,2674705176477;50,6980018615723;138,8;9,83107471466064;38,7246055603027;2,03138303756714;27,3;630,1;103,6;18,45;295,6;1207,7;23,45;752;0;1;0;0;0;0
9;-1,57133862376213;4,895;20,7;18,4385738372803;6,2;47,2713892702881;50,6980018615723;138,8;10,6808023452759;37,6813163757324;2,00629234313965;27,3;630,1;103,6;18,45;295,6;1207,7;23,45;752;0;1;0;0;0;0
6;-1,57040320336819;4,895;20,7;18,4385738372803;6,2;47,2710212158836;50,6980018615723;138,8;10,6808023452759;37,6813163757324;2,00629234313965;27,3;630,1;103,6;18,45;295,6;1207,7;23,45;752;0;1;0;0;0;0
4;-1,56986609101295;4,895;20,7;18,4385738372803;6,2;47,271066257644;50,6980018615723;138,8;10,6808023452759;37,6813163757324;2,00629234313965;27,3;630,1;103,6;18,45;295,6;1207,7;23,45;752;0;1;0;0;0;0
7;-1,57057285308838;4,895;20,7;18,4385738372803;6,2;47,2712592933257;50,6980018615723;138,8;10,6808023452759;37,6813163757324;2,00629234313965;27,3;630,1;103,6;18,45;295,6;1207,7;23,45;752;0;1;0;0;0;0
7;6,19529128074646;6,212;24,6;37,4252662658691;7,2;48,6475524922233;331,075439453125;205,9;12,6413917541504;40,8465156555176;1,94087159633636;12,1;633,2;89,9;18,45;245,8;1073,3;23,7500000000001;630,5;0;1;0;0;0;0
5;6,19595378637314;6,212;24,6;37,4252662658691;7,2;48,6472692979868;331,075439453125;205,9;12,6413917541504;40,8465156555176;1,94087159633636;12,1;633,2;89,9;18,45;245,8;1073,3;23,7500000000001;630,5;0;1;0;0;0;0
4;6,195;6,212;24,6;37,4252662658691;7,2;48,648;331,075439453125;205,9;12,6413917541504;40,8465156555176;1,94087159633636;12,1;633,2;89,9;18,45;245,8;1073,3;23,7500000000001;630,5;0;1;0;0;0;0
3;6,17846377193928;6,234;24,7;71,6395950317383;6,9;48,7167883039468;330,137329101562;192,8;15,3779067993164;40,1226043701172;2,18178176879883;12;630,5;83,6;18,55;228,8;1098,3;23,95;611,5;0;1;0;0;0;0
8;6,17904514074326;6,234;24,7;71,6395950317383;6,9;48,7173801876017;330,137329101562;192,8;15,3779067993164;40,1226043701172;2,18178176879883;12;630,5;83,6;18,55;228,8;1098,3;23,95;611,5;0;1;0;0;0;0
6;6,17880038917065;6,234;24,7;71,6395950317383;6,9;48,7171555729543;330,137329101562;192,8;15,3779067993164;40,1226043701172;2,18178176879883;12;630,5;83,6;18,55;228,8;1098,3;23,95;611,5;0;1;0;0;0;0
4;6,17891907691956;6,234;24,7;71,6395950317383;6,9;48,7168552509674;330,137329101562;192,8;15,3779067993164;40,1226043701172;2,18178176879883;12;630,5;83,6;18,55;228,8;1098,3;23,95;611,5;0;1;0;0;0;0
4;6,17885738611221;6,234;24,7;71,6395950317383;6,9;48,7169797596754;330,137329101562;192,8;15,3779067993164;40,1226043701172;2,18178176879883;12;630,5;83,6;18,55;228,8;1098,3;23,95;611,5;0;1;0;0;0;0
5;6,17956414818764;6,261;24,7;71,6395950317383;6,9;48,7147560753517;330,137329101562;192,6;15,3779067993164;40,1226043701172;2,18178176879883;12;630,7;83,7;18,65;229;1108,4;23,95;597,6;0;1;0;0;0;0
5;6,178008466959;6,261;24,7;71,6395950317383;6,9;48,7158547904142;330,137329101562;192,6;15,3779067993164;40,1226043701172;2,18178176879883;12;630,7;83,7;18,65;229;1108,4;23,95;597,6;0;1;0;0;0;0
2;6,17821700870991;6,261;24,7;71,6395950317383;6,9;48,7158260088905;330,137329101562;192,6;15,3779067993164;40,1226043701172;2,18178176879883;12;630,7;83,7;18,65;229;1108,4;23,95;597,6;0;1;0;0;0;0
3;6,17836654186249;6,234;24,7;71,6395950317383;6,9;48,7171224124896;330,137329101562;192,8;15,3779067993164;40,1226043701172;2,18178176879883;12;630,5;83,6;18,55;228,8;1098,3;23,95;611,5;0;1;0;0;0;0
4;6,17871321737766;6,234;24,7;71,6395950317383;6,9;48,7172969739356;330,137329101562;192,8;15,3779067993164;40,1226043701172;2,18178176879883;12;630,5;83,6;18,55;228,8;1098,3;23,95;611,5;0;1;0;0;0;0
7;2,19281584024429;5,434;22,1;70,9722442626953;6,5;48,8390034743598;120,938705444336;175;16,0111770629883;33,4934120178223;1,49049150943756;11,8;632,9;71,9;18,15;195,4;1070,2;23,15;625,7;0;1;0;0;0;0
6;2,18841433525085;5,418;22,2;53,2736511230469;6,4;48,8380960666927;122,026672363281;175,9;16,7425956726074;24,4994621276855;1,48786604404449;11,8;633,7;72,3;18,05;196,5;1056,7;23,15;624,8;0;1;0;0;0;0
4;2,19175636768341;5,434;22,1;70,9722442626953;6,5;48,8392135527798;120,938705444336;175;16,0111770629883;33,4934120178223;1,49049150943756;11,8;632,9;71,9;18,15;195,4;1070,2;23,15;625,7;0;1;0;0;0;0
11;2,18916937708855;5,418;22,2;53,2736511230469;6,4;48,838695416596;122,026672363281;175,9;16,7425956726074;24,4994621276855;1,48786604404449;11,8;633,7;72,3;18,05;196,5;1056,7;23,15;624,8;0;1;0;0;0;0
5;2,18923911452293;5,418;22,2;53,2736511230469;6,4;48,8379504209351;122,026672363281;175,9;16,7425956726074;24,4994621276855;1,48786604404449;11,8;633,7;72,3;18,05;196,5;1056,7;23,15;624,8;0;1;0;0;0;0
7;2,56649047136307;5,523;22,4;33,4364585876465;7,1;48,8001556080422;102,115997314453;193;15,4667463302612;39,180347442627;1,6955052614212;12,4;630,4;75,3;18,2500000000001;206,7;1095,1;23,35;650,7;0;1;0;0;0;0
8;2,56700545549393;5,537;22,5;33,4364585876465;7,2;48,7996980209873;102,115997314453;195,2;15,4667463302612;39,180347442627;1,6955052614212;12,5;631,8;76,2;18,35;209;1105;23,45;658,5;0;1;0;0;0;0
8;2,56800323724747;5,522;22,4;33,4364585876465;7,2;48,8007015269053;102,115997314453;195,4;15,4667463302612;39,180347442627;1,6955052614212;12,5;631,8;76,4;18,2500000000001;209,4;1099;23,35;643;0;1;0;0;0;0
8;2,56784498691559;5,522;22,4;33,4364585876465;7,2;48,8002845797012;102,115997314453;195,4;15,4667463302612;39,180347442627;1,6955052614212;12,5;631,8;76,4;18,2500000000001;209,4;1099;23,35;643;0;1;0;0;0;0
3;2,23919123411179;5,509;22,4;98,9440383911133;7;48,8212318880422;115,498893737793;172,4;16,6983604431152;29,8606929779053;1,44141399860382;11,7;629,1;70,1;18,55;190,6;1140,9;23,65;608,5;0;1;0;0;0;0
2;2,23852068185806;5,509;22,4;98,9440383911133;7;48,8212654419328;115,498893737793;172,4;16,6983604431152;29,8606929779053;1,44141399860382;11,7;629,1;70,1;18,55;190,6;1140,9;23,65;608,5;0;1;0;0;0;0
3;2,23876342177391;5,509;22,4;98,9440383911133;7;48,8210650012525;115,498893737793;172,4;16,6983604431152;29,8606929779053;1,44141399860382;11,7;629,1;70,1;18,55;190,6;1140,9;23,65;608,5;0;1;0;0;0;0
7;1,5211021900177;5,766;24,7;100,719184875488;7,2;43,5154459346518;237,317001342773;153,7;16,0809173583984;23,7954883575439;1,52558720111847;17,7;613,3;78,2;21,35;216,5;1726,7;27,15;878,9;0;1;0;0;0;0
9;1,52023583650589;5,766;24,7;100,719184875488;7,2;43,5151873590919;237,317001342773;153,7;16,0809173583984;23,7954883575439;1,52558720111847;17,7;613,3;78,2;21,35;216,5;1726,7;27,15;878,9;0;1;0;0;0;0
6;1,52126312255859;5,766;24,7;100,719184875488;7,2;43,5158337959141;237,317001342773;153,7;16,0809173583984;23,7954883575439;1,52558720111847;17,7;613,3;78,2;21,35;216,5;1726,7;27,15;878,9;0;1;0;0;0;0
10;1,52123093605042;5,766;24,7;100,719184875488;7,2;43,5160263502247;237,317001342773;153,7;16,0809173583984;23,7954883575439;1,52558720111847;17,7;613,3;78,2;21,35;216,5;1726,7;27,15;878,9;0;1;0;0;0;0
9;1,32184222340584;5,744;24,4;87,5166778564453;7,1;43,5721682113446;237,317001342773;144,2;16,2368030548096;26,13108253479;1,42984354496002;17,7;608,6;75,9;21,2500000000001;204,8;1699,5;26,85;821,7;0;1;0;0;0;0
7;1,32310822606087;5,744;24,4;87,5166778564453;7,1;43,5720843908535;237,317001342773;144,2;16,2368030548096;26,13108253479;1,42984354496002;17,7;608,6;75,9;21,2500000000001;204,8;1699,5;26,85;821,7;0;1;0;0;0;0
9;1,32256641983986;5,744;24,4;103,460296630859;7,1;43,5726573909;237,317001342773;144,2;17,2584095001221;28,48779296875;1,42682039737701;17,7;608,6;75,9;21,2500000000001;204,8;1699,5;26,85;821,7;0;1;0;0;0;0
9;-2,73;4,43;19,3;16,2416172027588;6,1;47,882;32,5827026367188;149,1;9,34122848510742;47,0490379333496;2,54550719261169;27,1;645,4;109,7;17,15;308;987,4;21,95;756,2;0;0;0;1;0;0
8;-2,731;4,43;19,3;23,653507232666;6,1;47,883;32,5827026367188;149,1;9,06417179107666;38,0229949951172;2,56031227111816;27,1;645,4;109,7;17,15;308;987,4;21,95;756,2;0;0;0;1;0;0
8;-2,732;4,428;19,3;23,653507232666;6,1;47,884;32,5827026367188;149,8;9,06417179107666;38,0229949951172;2,56031227111816;27;646,4;109,9;17,15;308,6;979,7;21,85;748,5;0;0;0;1;0;0
8;-2,735;4,43;19,3;23,653507232666;6,2;47,887;32,2318496704102;150;9,06417179107666;38,0229949951172;2,56031227111816;27;646,8;110,1;17,2500000000001;309,2;996,6;21,95;719,6;0;0;0;1;0;0
6;-2,736;4,43;19,3;23,653507232666;6,2;47,888;32,2318496704102;150;9,06417179107666;38,0229949951172;2,56031227111816;27;646,8;110,1;17,2500000000001;309,2;996,6;21,95;719,6;0;0;0;1;0;0
8;-2,737;4,43;19,3;22,475284576416;6,2;47,889;32,2318496704102;150;8,91030311584473;39,0017204284668;2,36250376701355;27;646,8;110,1;17,2500000000001;309,2;996,6;21,95;719,6;0;0;0;1;0;0
6;-2,738;4,43;19,3;22,475284576416;6,2;47,89;32,2318496704102;150;8,91030311584473;39,0017204284668;2,36250376701355;27;646,8;110,1;17,2500000000001;309,2;996,6;21,95;719,6;0;0;0;1;0;0
8;-2,739;4,43;19,3;28,9382038116455;6,2;47,891;32,2318496704102;150;9,70106029510498;43,6040458679199;2,51116895675659;27;646,8;110,1;17,2500000000001;309,2;996,6;21,95;719,6;0;0;0;1;0;0
8;-2,74;4,435;19,3;28,9382038116455;6,2;47,892;32,2318496704102;150,6;9,70106029510498;43,6040458679199;2,51116895675659;26,9;647,8;110,3;17,15;309,7;993,7;21,95;734,6;0;0;0;1;0;0
7;-2,744;4,423;19,4;28,9382038116455;6,3;47,896;31,8809909820557;151,2;9,70106029510498;43,6040458679199;2,51116895675659;26,9;648,5;110,7;17,15;311;980,1;21,95;756,9;0;0;0;1;0;0
5;-2,745;4,423;19,4;28,9382038116455;6,3;47,897;31,8809909820557;151,2;9,70106029510498;43,6040458679199;2,51116895675659;26,9;648,5;110,7;17,15;311;980,1;21,95;756,9;0;0;0;1;0;0
7;-2,746;4,423;19,4;27,0440788269043;6,3;47,898;31,8809909820557;151,2;9,51712131500244;48,8920974731445;2,51400995254517;26,9;648,5;110,7;17,15;311;980,1;21,95;756,9;0;0;0;1;0;0
6;-2,747;4,423;19,4;27,0440788269043;6,3;47,899;31,8809909820557;151,2;9,51712131500244;48,8920974731445;2,51400995254517;26,9;648,5;110,7;17,15;311;980,1;21,95;756,9;0;0;0;1;0;0
7;-2,748;4,41;19,4;17,5433750152588;6,3;47,9;31,8809909820557;151,6;10,1872787475586;54,3174896240234;2,56752228736877;26,8;649,3;110,6;17,05;310,8;957,1;21,85;764,1;0;0;0;1;0;0
7;-2,749;4,41;19,4;17,5433750152588;6,3;47,901;31,8809909820557;151,6;10,1872787475586;54,3174896240234;2,56752228736877;26,8;649,3;110,6;17,05;310,8;957,1;21,85;764,1;0;0;0;1;0;0
7;-2,75;4,41;19,4;17,5433750152588;6,3;47,902;31,8809909820557;151,6;10,1872787475586;54,3174896240234;2,56752228736877;26,8;649,3;110,6;17,05;310,8;957,1;21,85;764,1;0;0;0;1;0;0
9;-2,751;4,418;19,4;17,5433750152588;5,9;47,903;31,5301342010498;152,1;10,1872787475586;54,3174896240234;2,56752228736877;26,8;649,9;111,1;17,05;312,2;960,1;21,85;757,9;0;0;0;1;0;0
8;-2,752;4,418;19,4;17,5433750152588;5,8;47,904;31,5301342010498;152,1;10,1872787475586;54,3174896240234;2,56752228736877;26,8;649,9;111,1;17,05;312,2;960,1;21,85;757,9;0;0;0;1;0;0
8;-2,753;4,418;19,4;17,5433750152588;5,8;47,905;31,5301342010498;152,1;10,1872787475586;54,3174896240234;2,56752228736877;26,8;649,9;111,1;17,05;312,2;960,1;21,85;757,9;0;0;0;1;0;0
8;-2,754;4,418;19,4;12,9890279769897;5,8;47,906;31,5301342010498;152,1;8,74874877929688;52,7442092895508;2,87641000747681;26,8;649,9;111,1;17,05;312,2;960,1;21,85;757,9;0;0;0;1;0;0
6;-2,755;4,418;19,4;12,9890279769897;5,8;47,907;31,5301342010498;152,1;8,74874877929688;52,7442092895508;2,87641000747681;26,8;649,9;111,1;17,05;312,2;960,1;21,85;757,9;0;0;0;1;0;0
7;-2,756;4,418;19,4;16,7188873291016;5,8;47,908;31,5301342010498;152,1;8,34374237060547;50,6281318664551;2,91735816001892;26,8;649,9;111,1;17,05;312,2;960,1;21,85;757,9;0;0;0;1;0;0
8;-2,758;4,432;19,3;16,7188873291016;5,8;47,91;31,5301342010498;152;8,34374237060547;50,6281318664551;2,91735816001892;26,8;650,2;110,8;16,95;311,4;951;21,7500000000001;767,9;0;0;0;1;0;0
9;-0,705041035487524;5,143;21,2;1,51124477386475;6;46,7867063093652;103,49299621582;157;9,86493873596191;46,1365356445312;1,93344938755035;25,7;638,3;108,6;18,2500000000001;302,8;1117,6;23,2500000000001;821,5;0;0;0;0;1;0
8;-0,606838738454215;5,173;21,5;20,6379718780518;6,2;46,9040670260216;103,49299621582;148,1;7,78829431533813;35,8047752380371;1,9976407289505;24,2;635,1;98,5;18,35;271,4;1135,9;23,45;786,6;0;0;0;0;1;0
10;-0,606838738454215;5,173;21,5;20,6379718780518;6,2;46,9040670260216;103,49299621582;148,1;7,78829431533813;35,8047752380371;1,9976407289505;24,2;635,1;98,5;18,35;271,4;1135,9;23,45;786,6;0;0;0;0;1;0
10;-0,493989094876441;5,238;21,7;21,2924785614014;6,1;46,8625703327068;103,49299621582;149,4;8,43210411071777;35,0082244873047;2,04573106765747;23,1;636,8;96;18,55;265,2;1169,8;23,7500000000001;791,7;0;0;0;0;1;0
9;-0,493989094876441;5,238;21,7;21,2924785614014;6,1;46,8625703327068;103,49299621582;149,4;8,43210411071777;35,0082244873047;2,04573106765747;23,1;636,8;96;18,55;265,2;1169,8;23,7500000000001;791,7;0;0;0;0;1;0
9;-0,369097115823489;5,278;22,1;8,78056335449219;6,1;46,9839665922959;103,49299621582;138,8;9,99298477172852;32,0715484619141;1,94613718986511;20,7;629,7;83;18,85;232,9;1222,5;24,15;797,9;0;0;0;0;1;0
11;-0,369097115823489;5,278;22,1;8,78056335449219;6,1;46,9839665922959;103,49299621582;138,8;9,99298477172852;32,0715484619141;1,94613718986511;20,7;629,7;83;18,85;232,9;1222,5;24,15;797,9;0;0;0;0;1;0
7;-0,798967299673546;5,154;21,4;11,0547533035278;6,1;46,9585131271154;103,49299621582;145,6;8,37724018096924;39,4719467163086;2,07349061965942;25,1;638,6;98,4;18,45;278,7;1153;23,55;777,8;0;0;0;0;1;0
7;-0,798967299673546;5,154;21,4;11,0547533035278;6,1;46,9585131271154;103,49299621582;145,6;8,37724018096924;39,4719467163086;2,07349061965942;25,1;638,6;98,4;18,45;278,7;1153;23,55;777,8;0;0;0;0;1;0
8;-0,350189264895002;5,253;22;10,8473491668701;6,2;46,9209756820965;103,49299621582;146,5;8,13835144042969;34,1661186218262;1,72439050674438;21;634,8;88,2;18,55;246,4;1165,1;23,85;802,4;0;0;0;0;1;0
6;-0,19131767029509;5,348;22,2;53,4972457885742;6,8;46,8185923074269;103,49299621582;142,7;17,5446033477783;37,3753890991211;2,08567571640015;20,1;628,4;82,7;18,85;234,3;1211;24,15;782,4;0;0;0;0;1;0
7;-0,19131767029509;5,348;22,2;53,4972457885742;6,8;46,8185923074269;103,49299621582;142,7;17,5446033477783;37,3753890991211;2,08567571640015;20,1;628,4;82,7;18,85;234,3;1211;24,15;782,4;0;0;0;0;1;0
8;-0,371232642017899;5,291;22;24,0511207580566;6,5;47,0422844158056;66,4300003051758;134,1;10,5830726623535;28,0621070861816;1,5728120803833;20,3;627,3;79,2;18,85;223,6;1228,6;24,15;795,8;0;0;0;0;1;0
8;-0,3306909146429;5,301;22,1;16,1282424926758;6,1;46,9806539030002;103,49299621582;136,2;9,79694080352783;26,23313331604;1,78707337379456;20,3;627,4;80,3;18,85;225,9;1225,6;24,15;806,7;0;0;0;0;1;0
